campaign_id,campaign_name,channel,channel_category,target_audience,target_region,ad_spend_usd,impressions,clicks,click_through_rate_pct,leads_generated,cost_per_lead_usd,mql_qualified_leads,sql_sales_opportunities,pipeline_created_usd,conversions,revenue_generated_usd,return_on_ad_spend,customer_acquisition_cost_usd,roi_pct,start_date,end_date,campaign_status
CAMP-2024-00239,Unified Customer 360 AI - Q4 2024 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,Global AI/ML Research Scientists,APAC (Japan/Taiwan/SG),83000.0,245543,6998,2.85,901,92.12,617,296,2847263.7,85,893080.0,10.76,976.47,976.0,2024-07-18,2024-09-14,Completed
CAMP-2024-00240,Edge AI for Smart Robotics - Q1 2024 [Phase 1],Technical SEO & Pillar Blog Content,Organic Content,Cloud Native DevOps & SRE Architects,Middle East,31000.0,38151,2724,7.14,974,31.83,525,222,4114944.89,87,853740.0,27.54,356.32,2654.0,2024-09-26,2024-12-12,Completed
CAMP-2024-00241,Quantum-Safe Cryptography Suite - Q2 2024 [Phase 2],Virtual Tech Demos & Hands-on Webinars,Owned Events,FinTech Chief Information Security Officers (CISO),North America,22700.0,50613,2642,5.22,422,53.79,267,114,836509.28,34,275351.0,12.13,667.65,1113.0,2025-02-16,2025-03-17,Completed
CAMP-2024-00242,Zero-Trust Perimeter Defense - Q3 2024 [Phase 3],Executive Newsletter Sponsorships,Sponsored Content,SMB Growth Tech Founders,ANZ,49500.0,167050,7534,4.51,730,67.81,495,263,2909712.52,59,663300.0,13.4,838.98,1240.0,2024-09-24,2024-12-20,Completed
CAMP-2024-00243,Unified Customer 360 AI - Q4 2024 [Phase 1],Developer Hackathons & Open Source Grants,Community,Retail E-Commerce Engineering Directors,Global Multi-Region,84900.0,216299,15898,7.35,1788,47.48,1042,315,6572253.06,91,1415283.0,16.67,932.97,1567.0,2025-11-17,2026-01-11,Completed
CAMP-2024-00244,Kubernetes Multi-Cloud Mesh - Q1 2024 [Phase 2],Executive Newsletter Sponsorships,Sponsored Content,Fortune 500 CTOs & VP Infrastructure,Middle East,4000.0,6916,305,4.41,49,81.63,32,11,174414.71,3,37160.0,9.29,1333.33,829.0,2026-06-17,2026-08-30,Active
CAMP-2024-00245,Edge AI for Smart Robotics - Q2 2024 [Phase 3],Technical SEO & Pillar Blog Content,Organic Content,Healthcare & Life Sciences Tech Leads,Global Multi-Region,23200.0,67495,4070,6.03,546,42.49,310,109,1624031.84,22,598792.0,25.81,1054.55,2481.0,2024-06-27,2024-09-25,Completed
CAMP-2024-00246,GenAI Enterprise Copilot Accelerator - Q3 2024 [Phase 1],Gartner & Forrester Summit Sponsorships,Events & Conferences,Fortune 500 CTOs & VP Infrastructure,Western Europe,44100.0,597183,8480,1.42,153,288.24,86,30,918795.53,8,264600.0,6.0,5512.5,500.0,2026-04-11,2026-05-26,Completed
CAMP-2024-00247,Kubernetes Multi-Cloud Mesh - Q4 2024 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,Cloud Native DevOps & SRE Architects,Latin America,16100.0,20609,1049,5.09,247,65.18,145,46,738600.28,13,240695.0,14.95,1238.46,1395.0,2024-11-18,2024-12-21,Completed
CAMP-2024-00248,Quantum-Safe Cryptography Suite - Q1 2024 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,Healthcare & Life Sciences Tech Leads,ANZ,85300.0,246157,10314,4.19,930,91.72,690,209,1394519.09,47,548479.0,6.43,1814.89,543.0,2025-04-24,2025-06-08,Completed
CAMP-2024-00249,Unified Customer 360 AI - Q2 2024 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,FinTech Chief Information Security Officers (CISO),Western Europe,43200.0,140966,3792,2.69,247,174.9,112,37,1214206.3,16,280368.0,6.49,2700.0,549.0,2024-11-08,2025-02-02,Completed
CAMP-2024-00250,Real-Time Telemetry at Scale - Q3 2024 [Phase 2],Programmatic Account-Based Display (ABM),ABM Display,Global AI/ML Research Scientists,Middle East,74900.0,468176,7959,1.7,439,170.62,302,115,2903931.93,22,592459.0,7.91,3404.55,691.0,2026-03-24,2026-04-21,Completed
CAMP-2024-00251,High-Throughput Streaming Engine - Q4 2024 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,Enterprise Data Engineering Leads,Latin America,12000.0,24078,1045,4.34,144,83.33,76,27,634765.59,7,144960.0,12.08,1714.29,1108.0,2025-07-27,2025-08-22,Completed
CAMP-2024-00252,Real-Time Telemetry at Scale - Q1 2024 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,Enterprise Data Engineering Leads,Latin America,12300.0,32674,1173,3.59,103,119.42,64,33,552366.47,9,115374.0,9.38,1366.67,838.0,2024-09-15,2024-11-03,Completed
CAMP-2024-00253,Kubernetes Multi-Cloud Mesh - Q2 2024 [Phase 2],Developer Hackathons & Open Source Grants,Community,Healthcare & Life Sciences Tech Leads,ANZ,10900.0,10270,722,7.03,261,41.76,161,85,502462.61,17,120118.0,11.02,641.18,1002.0,2024-05-21,2024-07-29,Completed
CAMP-2024-00254,Developer Productivity Blitz - Q3 2024 [Phase 3],Technical SEO & Pillar Blog Content,Organic Content,Global AI/ML Research Scientists,Latin America,40600.0,56086,3612,6.44,1517,26.76,1026,431,2804745.45,167,979678.0,24.13,243.11,2313.0,2024-01-10,2024-02-16,Completed
CAMP-2024-00255,Quantum-Safe Cryptography Suite - Q4 2024 [Phase 1],Gartner & Forrester Summit Sponsorships,Events & Conferences,Healthcare & Life Sciences Tech Leads,Western Europe,9400.0,33348,717,2.15,37,254.05,26,11,238483.9,2,49444.0,5.26,4700.0,426.0,2024-08-22,2024-11-20,Completed
CAMP-2024-00256,Cloud Cost Optimization 40% - Q1 2024 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,Cloud Native DevOps & SRE Architects,ANZ,30400.0,63115,3282,5.2,667,45.58,271,128,937967.05,27,297920.0,9.8,1125.93,880.0,2024-12-23,2025-02-24,Completed
CAMP-2024-00257,GenAI Enterprise Copilot Accelerator - Q2 2024 [Phase 3],Technical SEO & Pillar Blog Content,Organic Content,Fortune 500 CTOs & VP Infrastructure,APAC (Japan/Taiwan/SG),86800.0,380446,22142,5.82,2309,37.59,1575,407,7039944.3,106,1607536.0,18.52,818.87,1752.0,2024-09-18,2024-11-14,Completed
CAMP-2024-00258,Kubernetes Multi-Cloud Mesh - Q3 2024 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,Enterprise Data Engineering Leads,Western Europe,46800.0,92831,3639,3.92,325,144.0,147,71,1056494.92,23,393588.0,8.41,2034.78,741.0,2024-04-10,2024-05-26,Completed
CAMP-2024-00259,Zero-Trust Perimeter Defense - Q4 2024 [Phase 2],YouTube Deep-Dive Tech Architecture,Video Marketing,SMB Growth Tech Founders,Middle East,51900.0,227943,5653,2.48,709,73.2,375,111,2338696.81,36,617091.0,11.89,1441.67,1089.0,2026-05-01,2026-05-15,Completed
CAMP-2024-00260,Kubernetes Multi-Cloud Mesh - Q1 2024 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,SMB Growth Tech Founders,ANZ,39000.0,135857,3804,2.8,534,73.03,369,120,1947591.96,43,566670.0,14.53,906.98,1353.0,2025-06-10,2025-07-29,Completed
CAMP-2024-00261,GenAI Enterprise Copilot Accelerator - Q2 2024 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,Global AI/ML Research Scientists,Global Multi-Region,14800.0,91496,2873,3.14,95,155.79,40,21,390181.21,9,143264.0,9.68,1644.44,868.0,2025-08-06,2025-08-27,Completed
CAMP-2024-00262,Quantum-Safe Cryptography Suite - Q3 2024 [Phase 2],Developer Hackathons & Open Source Grants,Community,FinTech Chief Information Security Officers (CISO),Latin America,93700.0,133537,10042,7.52,2419,38.74,1452,680,6654561.48,135,1943338.0,20.74,694.07,1974.0,2025-08-28,2025-10-29,Completed
CAMP-2024-00263,Next-Gen Lakehouse Migration - Q4 2024 [Phase 3],Developer Hackathons & Open Source Grants,Community,Cloud Native DevOps & SRE Architects,ANZ,63600.0,65957,4030,6.11,1713,37.13,1221,567,3308725.54,141,1122540.0,17.65,451.06,1665.0,2024-04-19,2024-05-21,Completed
CAMP-2024-00264,Edge AI for Smart Robotics - Q1 2024 [Phase 1],Gartner & Forrester Summit Sponsorships,Events & Conferences,Enterprise Data Engineering Leads,APAC (Japan/Taiwan/SG),68000.0,431939,7127,1.65,180,377.78,86,22,2735358.88,9,626280.0,9.21,7555.56,821.0,2026-06-04,2026-07-22,Completed
CAMP-2024-00265,Kubernetes Multi-Cloud Mesh - Q2 2024 [Phase 2],Virtual Tech Demos & Hands-on Webinars,Owned Events,Global AI/ML Research Scientists,ANZ,94300.0,146541,9364,6.39,1637,57.61,833,229,5298347.35,71,1316428.0,13.96,1328.17,1296.0,2024-08-20,2024-09-11,Completed
CAMP-2024-00266,Zero-Trust Perimeter Defense - Q3 2024 [Phase 3],Developer Hackathons & Open Source Grants,Community,Enterprise Data Engineering Leads,ANZ,11100.0,8273,714,8.63,257,43.19,133,63,571992.39,25,203685.0,18.35,444.0,1735.0,2024-12-28,2025-03-18,Completed
CAMP-2024-00267,Next-Gen Lakehouse Migration - Q4 2024 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,Fortune 500 CTOs & VP Infrastructure,North America,44700.0,485336,10823,2.23,260,171.92,138,68,1759085.66,18,401406.0,8.98,2483.33,798.0,2024-08-31,2024-11-24,Completed
CAMP-2024-00268,GenAI Enterprise Copilot Accelerator - Q1 2024 [Phase 2],LinkedIn B2B Sponsored Content & InMail,Paid Social,Retail E-Commerce Engineering Directors,Global Multi-Region,35300.0,154338,3735,2.42,157,224.84,71,18,784025.17,3,219566.0,6.22,11766.67,522.0,2025-03-21,2025-05-21,Completed
CAMP-2024-00269,Next-Gen Lakehouse Migration - Q2 2024 [Phase 3],Programmatic Account-Based Display (ABM),ABM Display,SMB Growth Tech Founders,Middle East,76000.0,291098,5036,1.73,280,271.43,161,76,1583690.19,20,503120.0,6.62,3800.0,562.0,2024-07-18,2024-08-16,Completed
CAMP-2024-00270,Real-Time Telemetry at Scale - Q3 2024 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,Global AI/ML Research Scientists,Global Multi-Region,58500.0,141380,4199,2.97,415,140.96,178,70,1596378.31,17,337545.0,5.77,3441.18,477.0,2025-02-22,2025-03-25,Completed
CAMP-2024-00271,Edge AI for Smart Robotics - Q4 2024 [Phase 2],Gartner & Forrester Summit Sponsorships,Events & Conferences,Cloud Native DevOps & SRE Architects,Western Europe,79100.0,1095894,16548,1.51,313,252.72,201,67,2110047.33,16,592459.0,7.49,4943.75,649.0,2026-05-14,2026-06-05,Completed
CAMP-2024-00272,Zero-Trust Perimeter Defense - Q1 2024 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,Healthcare & Life Sciences Tech Leads,Western Europe,39100.0,33328,2283,6.85,677,57.75,506,210,1293663.85,54,461771.0,11.81,724.07,1081.0,2025-07-19,2025-09-16,Completed
CAMP-2024-00273,Cloud Cost Optimization 40% - Q2 2024 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,Enterprise Data Engineering Leads,North America,55900.0,285831,12205,4.27,522,107.09,294,74,1040314.51,31,319189.0,5.71,1803.23,471.0,2026-02-20,2026-04-07,Completed
CAMP-2024-00274,Edge AI for Smart Robotics - Q3 2024 [Phase 2],Technical SEO & Pillar Blog Content,Organic Content,Fortune 500 CTOs & VP Infrastructure,Western Europe,3500.0,4293,298,6.94,106,33.02,76,24,315513.84,5,86625.0,24.75,700.0,2375.0,2026-03-13,2026-04-19,Completed
CAMP-2024-00275,Developer Productivity Blitz - Q4 2024 [Phase 3],LinkedIn B2B Sponsored Content & InMail,Paid Social,Global AI/ML Research Scientists,APAC (Japan/Taiwan/SG),16500.0,214624,5709,2.66,102,161.76,71,30,656084.46,12,180345.0,10.93,1375.0,993.0,2026-04-29,2026-07-07,Completed
CAMP-2024-00276,Unified Customer 360 AI - Q1 2024 [Phase 1],Regional Strategic Partner Co-Marketing,Partner Co-Op,SMB Growth Tech Founders,North America,25900.0,62695,3047,4.86,465,55.7,194,73,840750.6,25,241129.0,9.31,1036.0,831.0,2024-02-11,2024-03-16,Completed
CAMP-2024-00277,High-Throughput Streaming Engine - Q2 2024 [Phase 2],LinkedIn B2B Sponsored Content & InMail,Paid Social,Global AI/ML Research Scientists,Middle East,28600.0,223891,4948,2.21,166,172.29,88,46,1028940.09,10,327184.0,11.44,2860.0,1044.0,2024-12-26,2025-01-12,Completed
CAMP-2024-00278,Automated Compliance & SOC2 - Q3 2024 [Phase 3],Executive Newsletter Sponsorships,Sponsored Content,Fortune 500 CTOs & VP Infrastructure,APAC (Japan/Taiwan/SG),25900.0,27251,1537,5.64,302,85.76,220,66,1409614.08,17,292929.0,11.31,1523.53,1031.0,2026-03-18,2026-05-17,Completed
CAMP-2024-00279,High-Throughput Streaming Engine - Q4 2024 [Phase 1],Technical SEO & Pillar Blog Content,Organic Content,Retail E-Commerce Engineering Directors,ANZ,62100.0,108430,4836,4.46,1366,45.46,726,203,7621176.37,43,1691604.0,27.24,1444.19,2624.0,2026-03-10,2026-06-02,Completed
CAMP-2024-00280,Unified Customer 360 AI - Q1 2024 [Phase 2],Developer Hackathons & Open Source Grants,Community,Retail E-Commerce Engineering Directors,North America,63800.0,62992,4126,6.55,1686,37.84,1172,438,5806019.73,156,1539494.0,24.13,408.97,2313.0,2025-08-17,2025-09-17,Completed
CAMP-2024-00281,Cloud Cost Optimization 40% - Q2 2024 [Phase 3],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Enterprise Data Engineering Leads,Middle East,71200.0,167549,5948,3.55,818,87.04,537,263,4213676.84,47,918480.0,12.9,1514.89,1190.0,2025-09-09,2025-11-24,Completed
CAMP-2024-00282,Kubernetes Multi-Cloud Mesh - Q3 2024 [Phase 1],Executive Newsletter Sponsorships,Sponsored Content,Global AI/ML Research Scientists,APAC (Japan/Taiwan/SG),55900.0,102045,5786,5.67,762,73.36,396,172,2333650.82,45,777569.0,13.91,1242.22,1291.0,2026-06-04,2026-08-25,Active
CAMP-2024-00283,Zero-Trust Perimeter Defense - Q4 2024 [Phase 2],LinkedIn B2B Sponsored Content & InMail,Paid Social,FinTech Chief Information Security Officers (CISO),Western Europe,13500.0,176598,3479,1.97,59,228.81,29,9,437894.59,2,153900.0,11.4,6750.0,1040.0,2026-03-11,2026-04-09,Completed
CAMP-2024-00284,Next-Gen Lakehouse Migration - Q1 2024 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,Global AI/ML Research Scientists,Western Europe,56000.0,87342,3319,3.8,370,151.35,170,46,2274106.82,18,616560.0,11.01,3111.11,1001.0,2026-02-20,2026-03-13,Completed
CAMP-2024-00285,Zero-Trust Perimeter Defense - Q2 2024 [Phase 1],Executive Newsletter Sponsorships,Sponsored Content,Healthcare & Life Sciences Tech Leads,Middle East,25200.0,140520,6478,4.61,254,99.21,126,59,711066.52,23,231588.0,9.19,1095.65,819.0,2025-01-21,2025-02-10,Completed
CAMP-2024-00286,Unified Customer 360 AI - Q3 2024 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,Fortune 500 CTOs & VP Infrastructure,ANZ,46100.0,109002,3717,3.41,957,48.17,467,144,3125439.39,30,652315.0,14.15,1536.67,1315.0,2026-04-25,2026-07-03,Completed
CAMP-2024-00287,Unified Customer 360 AI - Q4 2024 [Phase 3],Executive Newsletter Sponsorships,Sponsored Content,Cloud Native DevOps & SRE Architects,Middle East,44400.0,175685,9487,5.4,560,79.29,401,121,2382915.82,33,667776.0,15.04,1345.45,1404.0,2024-01-07,2024-02-16,Completed
CAMP-2024-00288,GenAI Enterprise Copilot Accelerator - Q1 2024 [Phase 1],Virtual Tech Demos & Hands-on Webinars,Owned Events,FinTech Chief Information Security Officers (CISO),North America,23000.0,21275,1468,6.9,346,66.47,191,50,753838.44,11,163530.0,7.11,2090.91,611.0,2025-05-25,2025-06-30,Completed
CAMP-2024-00289,Cloud Cost Optimization 40% - Q2 2024 [Phase 2],Gartner & Forrester Summit Sponsorships,Events & Conferences,Enterprise Data Engineering Leads,Latin America,70700.0,289117,3932,1.36,202,350.0,125,36,1469653.06,12,468741.0,6.63,5891.67,563.0,2025-05-10,2025-07-06,Completed
CAMP-2024-00290,Unified Customer 360 AI - Q3 2024 [Phase 3],Gartner & Forrester Summit Sponsorships,Events & Conferences,Cloud Native DevOps & SRE Architects,ANZ,37100.0,242477,5480,2.26,93,398.92,56,27,842067.6,4,269346.0,7.26,9275.0,626.0,2025-07-28,2025-09-07,Completed
CAMP-2024-00291,Edge AI for Smart Robotics - Q4 2024 [Phase 1],Executive Newsletter Sponsorships,Sponsored Content,SMB Growth Tech Founders,ANZ,59800.0,96292,5325,5.53,542,110.33,297,125,2278776.8,51,608166.0,10.17,1172.55,917.0,2024-04-19,2024-05-05,Completed
CAMP-2024-00292,Next-Gen Lakehouse Migration - Q1 2024 [Phase 2],Gartner & Forrester Summit Sponsorships,Events & Conferences,Enterprise Data Engineering Leads,Western Europe,2700.0,32631,620,1.9,7,385.71,3,1,45667.74,1,15093.0,5.59,2700.0,459.0,2025-08-08,2025-09-11,Completed
CAMP-2024-00293,Developer Productivity Blitz - Q2 2024 [Phase 3],Regional Strategic Partner Co-Marketing,Partner Co-Op,Retail E-Commerce Engineering Directors,Western Europe,60100.0,83648,4333,5.18,1320,45.53,837,426,2823031.71,106,625040.0,10.4,566.98,940.0,2024-07-15,2024-10-09,Completed
CAMP-2024-00294,Edge AI for Smart Robotics - Q3 2024 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,FinTech Chief Information Security Officers (CISO),Middle East,42900.0,419577,11916,2.84,205,209.27,96,44,819256.8,10,308022.0,7.18,4290.0,618.0,2025-11-15,2025-12-26,Completed
CAMP-2024-00295,Kubernetes Multi-Cloud Mesh - Q4 2024 [Phase 2],Executive Newsletter Sponsorships,Sponsored Content,Cloud Native DevOps & SRE Architects,Latin America,49800.0,122343,6631,5.42,703,70.84,328,91,2349789.2,23,640926.0,12.87,2165.22,1187.0,2026-02-17,2026-05-15,Completed
CAMP-2024-00296,Unified Customer 360 AI - Q1 2024 [Phase 3],Google Search Ads - Enterprise Intent,Paid Search,Retail E-Commerce Engineering Directors,Latin America,54600.0,96558,3872,4.01,422,129.38,201,108,1313626.38,36,433524.0,7.94,1516.67,694.0,2024-01-03,2024-03-17,Completed
CAMP-2024-00297,Automated Compliance & SOC2 - Q2 2024 [Phase 1],YouTube Deep-Dive Tech Architecture,Video Marketing,Cloud Native DevOps & SRE Architects,Global Multi-Region,30800.0,275514,6695,2.43,422,72.99,180,89,1159295.3,29,281512.0,9.14,1062.07,814.0,2025-07-28,2025-08-14,Completed
CAMP-2024-00298,Automated Compliance & SOC2 - Q3 2024 [Phase 2],LinkedIn B2B Sponsored Content & InMail,Paid Social,Fortune 500 CTOs & VP Infrastructure,North America,71400.0,158349,4893,3.09,424,168.4,214,88,2918306.33,22,813246.0,11.39,3245.45,1039.0,2026-06-03,2026-08-21,Active
CAMP-2024-00299,Quantum-Safe Cryptography Suite - Q4 2024 [Phase 3],Virtual Tech Demos & Hands-on Webinars,Owned Events,Healthcare & Life Sciences Tech Leads,APAC (Japan/Taiwan/SG),16400.0,109002,4480,4.11,252,65.08,133,60,581592.05,17,190568.0,11.62,964.71,1062.0,2024-11-05,2025-01-03,Completed
CAMP-2024-00300,Edge AI for Smart Robotics - Q1 2024 [Phase 1],Developer Hackathons & Open Source Grants,Community,Global AI/ML Research Scientists,Latin America,16900.0,16503,1043,6.32,541,31.24,227,112,555009.42,21,209898.0,12.42,804.76,1142.0,2024-01-13,2024-02-17,Completed
CAMP-2024-00301,Real-Time Telemetry at Scale - Q2 2024 [Phase 2],Executive Newsletter Sponsorships,Sponsored Content,Enterprise Data Engineering Leads,APAC (Japan/Taiwan/SG),52200.0,189020,8487,4.49,716,72.91,457,128,3668907.8,30,837288.0,16.04,1740.0,1504.0,2024-04-03,2024-04-24,Completed
CAMP-2024-00302,High-Throughput Streaming Engine - Q3 2024 [Phase 3],Developer Hackathons & Open Source Grants,Community,FinTech Chief Information Security Officers (CISO),Latin America,29400.0,36438,2824,7.75,649,45.3,280,70,2113473.96,28,655914.0,22.31,1050.0,2131.0,2026-01-13,2026-04-07,Completed
CAMP-2024-00303,Cloud Cost Optimization 40% - Q4 2024 [Phase 1],Google Search Ads - Enterprise Intent,Paid Search,Global AI/ML Research Scientists,Western Europe,68300.0,125805,4139,3.29,511,133.66,312,93,1089893.37,39,420045.0,6.15,1751.28,515.0,2024-03-08,2024-05-22,Completed
CAMP-2024-00304,Edge AI for Smart Robotics - Q1 2024 [Phase 2],Programmatic Account-Based Display (ABM),ABM Display,Enterprise Data Engineering Leads,APAC (Japan/Taiwan/SG),87700.0,458429,5547,1.21,409,214.43,284,148,2409322.69,54,633194.0,7.22,1624.07,622.0,2025-07-07,2025-09-13,Completed
CAMP-2024-00305,High-Throughput Streaming Engine - Q2 2024 [Phase 3],YouTube Deep-Dive Tech Architecture,Video Marketing,FinTech Chief Information Security Officers (CISO),ANZ,26400.0,53195,1798,3.38,259,101.93,127,69,726128.48,14,219648.0,8.32,1885.71,732.0,2024-03-04,2024-04-18,Completed
CAMP-2024-00306,GenAI Enterprise Copilot Accelerator - Q3 2024 [Phase 1],Programmatic Account-Based Display (ABM),ABM Display,Cloud Native DevOps & SRE Architects,Middle East,65200.0,259032,4818,1.86,350,186.29,241,68,2031706.93,26,491608.0,7.54,2507.69,654.0,2024-02-13,2024-03-12,Completed
CAMP-2024-00307,Edge AI for Smart Robotics - Q4 2024 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,Healthcare & Life Sciences Tech Leads,ANZ,92900.0,143231,7534,5.26,1562,59.48,1098,480,3068332.95,208,1166824.0,12.56,446.63,1156.0,2025-10-16,2025-11-08,Completed
CAMP-2024-00308,Kubernetes Multi-Cloud Mesh - Q1 2024 [Phase 3],Programmatic Account-Based Display (ABM),ABM Display,SMB Growth Tech Founders,Western Europe,36700.0,254744,4993,1.96,208,176.44,132,40,601218.84,9,212860.0,5.8,4077.78,480.0,2024-06-21,2024-08-10,Completed
CAMP-2024-00309,Zero-Trust Perimeter Defense - Q2 2024 [Phase 1],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Enterprise Data Engineering Leads,Western Europe,87300.0,575236,19443,3.38,1496,58.36,874,429,7128215.69,167,1450053.0,16.61,522.75,1561.0,2025-12-26,2026-02-21,Completed
CAMP-2024-00310,Next-Gen Lakehouse Migration - Q3 2024 [Phase 2],Programmatic Account-Based Display (ABM),ABM Display,Fortune 500 CTOs & VP Infrastructure,Middle East,20100.0,452777,7335,1.62,98,205.1,61,15,449685.56,4,138891.0,6.91,5025.0,591.0,2024-12-31,2025-02-15,Completed
CAMP-2024-00311,Zero-Trust Perimeter Defense - Q4 2024 [Phase 3],YouTube Deep-Dive Tech Architecture,Video Marketing,FinTech Chief Information Security Officers (CISO),North America,54100.0,205161,5724,2.79,474,114.14,217,79,2050915.78,19,709251.0,13.11,2847.37,1211.0,2024-10-27,2024-11-16,Completed
CAMP-2024-00312,Quantum-Safe Cryptography Suite - Q1 2024 [Phase 1],YouTube Deep-Dive Tech Architecture,Video Marketing,Cloud Native DevOps & SRE Architects,ANZ,56200.0,267862,6643,2.48,566,99.29,399,135,1800917.08,59,370920.0,6.6,952.54,560.0,2026-03-14,2026-06-08,Completed
CAMP-2024-00313,Real-Time Telemetry at Scale - Q2 2024 [Phase 2],Regional Strategic Partner Co-Marketing,Partner Co-Op,Retail E-Commerce Engineering Directors,Global Multi-Region,24700.0,49023,1858,3.79,391,63.17,282,152,951141.66,37,294918.0,11.94,667.57,1094.0,2025-06-13,2025-08-16,Completed
CAMP-2024-00314,Cloud Cost Optimization 40% - Q3 2024 [Phase 3],Executive Newsletter Sponsorships,Sponsored Content,Healthcare & Life Sciences Tech Leads,Middle East,82500.0,337633,19549,5.79,798,103.38,560,266,3558330.9,51,1048575.0,12.71,1617.65,1171.0,2026-04-27,2026-07-06,Completed
CAMP-2024-00315,Quantum-Safe Cryptography Suite - Q4 2024 [Phase 1],Regional Strategic Partner Co-Marketing,Partner Co-Op,Healthcare & Life Sciences Tech Leads,North America,58800.0,144887,5810,4.01,904,65.04,516,234,3456203.56,50,746760.0,12.7,1176.0,1170.0,2025-11-10,2025-12-14,Completed
CAMP-2024-00316,Kubernetes Multi-Cloud Mesh - Q1 2024 [Phase 2],Gartner & Forrester Summit Sponsorships,Events & Conferences,FinTech Chief Information Security Officers (CISO),North America,59700.0,788235,12060,1.53,216,276.39,87,24,1734534.85,6,496107.0,8.31,9950.0,731.0,2025-10-01,2025-11-22,Completed
CAMP-2024-00317,Automated Compliance & SOC2 - Q2 2024 [Phase 3],Developer Hackathons & Open Source Grants,Community,Retail E-Commerce Engineering Directors,ANZ,21900.0,20159,1266,6.28,444,49.32,326,162,2139120.01,50,429021.0,19.59,438.0,1859.0,2026-05-23,2026-06-13,Completed
CAMP-2024-00318,Real-Time Telemetry at Scale - Q3 2024 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,Healthcare & Life Sciences Tech Leads,Middle East,11600.0,40065,1226,3.06,52,223.08,28,13,538487.17,5,121568.0,10.48,2320.0,948.0,2024-05-20,2024-07-12,Completed
CAMP-2024-00319,Developer Productivity Blitz - Q4 2024 [Phase 2],Tech Podcast Host-Read Sponsorship,Audio & Podcasts,Fortune 500 CTOs & VP Infrastructure,ANZ,57900.0,216853,5790,2.67,1013,57.16,500,150,2313475.26,67,578421.0,9.99,864.18,899.0,2025-08-19,2025-10-09,Completed
CAMP-2024-00320,Edge AI for Smart Robotics - Q1 2024 [Phase 3],YouTube Deep-Dive Tech Architecture,Video Marketing,Retail E-Commerce Engineering Directors,North America,68300.0,210350,4796,2.28,804,84.95,429,124,1797507.83,45,584648.0,8.56,1517.78,756.0,2024-08-09,2024-09-02,Completed
CAMP-2024-00321,Developer Productivity Blitz - Q2 2024 [Phase 1],LinkedIn B2B Sponsored Content & InMail,Paid Social,Global AI/ML Research Scientists,APAC (Japan/Taiwan/SG),89300.0,271810,6605,2.43,432,206.71,247,103,2943575.56,25,600096.0,6.72,3572.0,572.0,2025-02-01,2025-03-27,Completed
CAMP-2024-00322,High-Throughput Streaming Engine - Q3 2024 [Phase 2],Gartner & Forrester Summit Sponsorships,Events & Conferences,Enterprise Data Engineering Leads,North America,86600.0,1289856,17929,1.39,260,333.08,125,39,2378494.72,15,793256.0,9.16,5773.33,816.0,2025-11-24,2026-02-22,Completed
CAMP-2024-00323,Zero-Trust Perimeter Defense - Q4 2024 [Phase 3],Gartner & Forrester Summit Sponsorships,Events & Conferences,Healthcare & Life Sciences Tech Leads,Latin America,92200.0,1106428,18588,1.68,242,380.99,131,38,2730455.76,11,688734.0,7.47,8381.82,647.0,2025-07-18,2025-08-28,Completed
CAMP-2024-00324,GenAI Enterprise Copilot Accelerator - Q1 2024 [Phase 1],Regional Strategic Partner Co-Marketing,Partner Co-Op,Global AI/ML Research Scientists,Middle East,61000.0,125297,4423,3.53,926,65.87,538,200,2895241.21,63,1152290.0,18.89,968.25,1789.0,2024-11-30,2025-02-14,Completed
CAMP-2024-00325,Edge AI for Smart Robotics - Q2 2024 [Phase 2],YouTube Deep-Dive Tech Architecture,Video Marketing,Healthcare & Life Sciences Tech Leads,Middle East,4400.0,8850,285,3.22,47,93.62,22,7,246178.89,2,54296.0,12.34,2200.0,1134.0,2025-09-03,2025-10-09,Completed
