sku_id,product_name,category,warehouse_id,warehouse_location,region,country,current_stock,allocated_stock,available_stock,safety_stock,reorder_point_qty,max_capacity_units,unit_cost_usd,total_inventory_value_usd,supplier_id,supplier_name,supplier_country,supplier_reliability_score,lead_time_days,shipping_method,defect_rate_pct,inventory_turnover_ratio,stock_status,last_audit_date
SKU-HW-01387,Edge AI Gateway Controller v4.0,Edge Devices,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,935,241,694,539,756,2812,1836.91,1717510.85,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,10,Ground Fleet Line,2.04,10.2,Optimal,2026-01-28
SKU-HW-01388,Liquid-Cooled AI Inference Blade v1.0,Compute Servers,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,164,34,130,133,193,490,9885.46,1621215.44,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,34,Air Priority Express,1.97,6.6,Optimal,2026-06-14
SKU-HW-01389,Redundant Power Distribution Unit 3-Phase v2.0,Power & Cooling,WH-US-02,Virginia Cloud Center,US-East,United States,672,172,500,260,483,1691,3203.67,2152866.24,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,18,Air Priority Express,1.91,7.9,Optimal,2026-07-09
SKU-HW-01390,Dense Wavelength Mux Transceiver v3.0,Optical Components,WH-APAC-02,Tokyo High-Tech Depot,APAC-East,Japan,4259,1508,2751,1478,2467,7151,831.62,3541869.58,SUP-US-02,Broadcom Optical Networks,United States,97.8,22,Dedicated Rail Cargo,1.64,9.6,Optimal,2026-03-08
SKU-HW-01391,Edge AI Gateway Controller v4.0,Edge Devices,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,621,237,384,312,670,1717,1749.56,1086476.76,SUP-JP-01,Murata High-Freq Components,Japan,98.9,29,Ground Fleet Line,2.61,4.3,Optimal,2026-03-14
SKU-HW-01392,100G Single-Mode Optical Transceiver v1.0,Optical Components,WH-US-03,Chicago Central Depot,US-Central,United States,3666,1911,1755,991,2165,8363,267.24,979701.84,SUP-US-01,Supermicro Engineering Lab,United States,95.9,42,Dedicated Rail Cargo,0.09,2.5,Optimal,2026-01-23
SKU-HW-01393,Quantum Optical 800G Core Switch v2.0,Networking Hardware,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,141,33,108,61,117,380,17196.2,2424664.2,SUP-US-01,Supermicro Engineering Lab,United States,95.9,29,Dedicated Rail Cargo,1.36,7.4,Optimal,2026-03-02
SKU-HW-01394,Industrial IoT Telemetry Sensor v3.0,Edge Devices,WH-US-01,California Mega-Hub,US-West,United States,4421,2237,2184,2567,5169,14750,113.52,501871.92,SUP-JP-01,Murata High-Freq Components,Japan,98.9,34,Dedicated Rail Cargo,0.31,5.3,Optimal,2026-03-03
SKU-HW-01395,Next-Gen Firewall Threat Shield v4.0,Security Appliances,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,278,106,172,114,227,610,5954.27,1655287.06,SUP-US-01,Supermicro Engineering Lab,United States,95.9,30,Ground Fleet Line,0.16,9.7,Optimal,2026-03-20
SKU-HW-01396,Hardware Security Module (HSM) Vault v1.0,Security Appliances,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,80,33,47,30,57,175,10060.88,804870.4,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,28,Air Priority Express,0.99,8.9,Optimal,2026-04-05
SKU-HW-01397,Direct-to-Chip Liquid Cooling Manifold v2.0,Power & Cooling,WH-EU-02,Rotterdam Logistics Park,EU-West,Netherlands,238,100,138,210,461,1707,3742.04,890605.52,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,29,Dedicated Rail Cargo,0.9,5.7,Optimal,2026-08-08
SKU-HW-01398,Distributed Object Storage Block v3.0,Storage Systems,WH-APAC-01,Taipei Logistics Hub,APAC-East,Taiwan,186,49,137,139,234,735,6920.91,1287289.26,SUP-KR-01,Samsung Memory Module Division,South Korea,97.2,23,Air Priority Express,0.19,3.5,Optimal,2026-06-28
SKU-HW-01399,Distributed Object Storage Block v4.0,Storage Systems,WH-US-03,Chicago Central Depot,US-Central,United States,458,170,288,192,313,1077,6622.22,3032976.76,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,42,Dedicated Rail Cargo,0.59,3.6,Optimal,2026-07-10
SKU-HW-01400,Liquid-Cooled AI Inference Blade v1.0,Compute Servers,WH-APAC-02,Tokyo High-Tech Depot,APAC-East,Japan,77,31,46,65,121,342,9531.4,733917.8,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,13,Dedicated Rail Cargo,3.09,14.2,Optimal,2026-06-22
SKU-HW-01401,Direct-to-Chip Liquid Cooling Manifold v2.0,Power & Cooling,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,557,270,287,196,388,1246,4014.23,2235926.11,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,33,Ocean Freight Container,0.7,10.9,Optimal,2026-04-27
SKU-HW-01402,Ultra-Low Latency Spine Router v3.0,Networking Hardware,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,90,38,52,53,90,234,11062.83,995654.7,SUP-JP-01,Murata High-Freq Components,Japan,98.9,37,Dedicated Rail Cargo,0.71,12.6,Optimal,2026-06-24
SKU-HW-01403,Distributed Object Storage Block v4.0,Storage Systems,WH-US-03,Chicago Central Depot,US-Central,United States,526,225,301,191,305,908,6511.19,3424885.94,SUP-US-01,Supermicro Engineering Lab,United States,95.9,12,Dedicated Rail Cargo,0.9,13.8,Optimal,2026-03-05
SKU-HW-01404,Edge AI Gateway Controller v1.0,Edge Devices,WH-US-01,California Mega-Hub,US-West,United States,276,188,88,452,678,1986,1762.64,486488.64,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,40,Ground Fleet Line,2.35,7.5,Low Stock,2026-03-09
SKU-HW-01405,100G Single-Mode Optical Transceiver v2.0,Optical Components,WH-US-02,Virginia Cloud Center,US-East,United States,3899,2131,1768,1431,2418,8976,270.5,1054679.5,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,29,Ocean Freight Container,0.83,8.3,Optimal,2026-06-29
SKU-HW-01406,Industrial IoT Telemetry Sensor v3.0,Edge Devices,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,3127,1711,1416,2836,6140,24165,113.84,355977.68,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,17,Dedicated Rail Cargo,1.69,6.4,Optimal,2026-03-30
SKU-HW-01407,High-Density GPU Tensor Server Node v4.0,Compute Servers,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,197,43,154,68,147,500,15911.45,3134555.65,SUP-US-01,Supermicro Engineering Lab,United States,95.9,21,Ground Fleet Line,1.34,8.4,Optimal,2026-01-16
SKU-HW-01408,Direct-to-Chip Liquid Cooling Manifold v1.0,Power & Cooling,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,12,10,2,181,332,1283,4544.35,54532.2,SUP-US-01,Supermicro Engineering Lab,United States,95.9,20,Dedicated Rail Cargo,1.02,2.9,Critical Shortage,2026-04-28
SKU-HW-01409,Distributed Object Storage Block v2.0,Storage Systems,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,417,181,236,166,239,924,6653.33,2774438.61,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,6,Ocean Freight Container,2.03,7.5,Optimal,2026-03-04
SKU-HW-01410,Edge AI Gateway Controller v3.0,Edge Devices,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,611,306,305,279,586,1573,1786.75,1091704.25,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,38,Air Priority Express,2.03,12.3,Optimal,2026-07-19
SKU-HW-01411,100G Single-Mode Optical Transceiver v4.0,Optical Components,WH-EU-02,Rotterdam Logistics Park,EU-West,Netherlands,2583,1157,1426,2272,3521,10420,253.62,655100.46,SUP-US-02,Broadcom Optical Networks,United States,97.8,31,Ground Fleet Line,2.92,4.8,Optimal,2026-06-04
SKU-HW-01412,Liquid-Cooled AI Inference Blade v1.0,Compute Servers,WH-APAC-01,Taipei Logistics Hub,APAC-East,Taiwan,662,142,520,107,213,690,9705.6,6425107.2,SUP-US-02,Broadcom Optical Networks,United States,97.8,21,Dedicated Rail Cargo,1.11,6.0,Overstocked,2026-04-17
SKU-HW-01413,Quantum Optical 800G Core Switch v2.0,Networking Hardware,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,252,57,195,70,153,431,16978.13,4278488.76,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,7,Air Priority Express,0.42,13.8,Optimal,2026-01-11
SKU-HW-01414,Ultra-Low Latency Spine Router v3.0,Networking Hardware,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,335,71,264,99,196,774,12044.2,4034807.0,SUP-JP-01,Murata High-Freq Components,Japan,98.9,33,Ground Fleet Line,2.51,9.0,Optimal,2026-07-20
SKU-HW-01415,Next-Gen Firewall Threat Shield v4.0,Security Appliances,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,167,79,88,148,254,930,6098.12,1018386.04,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,31,Ground Fleet Line,3.02,8.5,Optimal,2026-05-10
SKU-HW-01416,All-Flash NVMe High-IOPS Array v1.0,Storage Systems,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,183,75,108,62,102,346,16817.13,3077534.79,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,16,Ground Fleet Line,0.49,5.9,Optimal,2026-07-11
SKU-HW-01417,High-Density GPU Tensor Server Node v2.0,Compute Servers,WH-US-02,Virginia Cloud Center,US-East,United States,224,98,126,84,130,441,13223.74,2962117.76,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,21,Ground Fleet Line,2.12,8.5,Optimal,2026-03-14
SKU-HW-01418,Ultra-Low Latency Spine Router v3.0,Networking Hardware,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,106,25,81,94,168,666,12953.73,1373095.38,SUP-US-01,Supermicro Engineering Lab,United States,95.9,26,Ocean Freight Container,2.15,6.8,Optimal,2026-03-14
SKU-HW-01419,Direct-to-Chip Liquid Cooling Manifold v4.0,Power & Cooling,WH-APAC-01,Taipei Logistics Hub,APAC-East,Taiwan,0,0,0,89,139,522,4470.53,0.0,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,43,Ocean Freight Container,1.25,8.8,Critical Shortage,2026-08-09
SKU-HW-01420,Edge AI Gateway Controller v1.0,Edge Devices,WH-US-01,California Mega-Hub,US-West,United States,554,187,367,459,772,2728,1864.92,1033165.68,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,45,Air Priority Express,2.65,13.4,Optimal,2026-04-30
SKU-HW-01421,Next-Gen Firewall Threat Shield v2.0,Security Appliances,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,153,49,104,71,116,357,6192.7,947483.1,SUP-US-02,Broadcom Optical Networks,United States,97.8,31,Ground Fleet Line,1.55,10.8,Optimal,2026-07-31
SKU-HW-01422,All-Flash NVMe High-IOPS Array v3.0,Storage Systems,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,123,68,55,67,95,327,13970.33,1718350.59,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,44,Air Priority Express,0.69,6.3,Optimal,2026-05-31
SKU-HW-01423,Industrial IoT Telemetry Sensor v4.0,Edge Devices,WH-EU-02,Rotterdam Logistics Park,EU-West,Netherlands,5231,1234,3997,3157,5091,15567,128.8,673752.8,SUP-JP-02,Kyocera Ceramic Packaging,Japan,98.1,36,Air Priority Express,0.07,11.6,Optimal,2026-04-24
SKU-HW-01424,Quantum Optical 800G Core Switch v1.0,Networking Hardware,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,263,42,221,44,93,301,18050.34,4747239.42,SUP-US-02,Broadcom Optical Networks,United States,97.8,40,Air Priority Express,2.0,2.8,Overstocked,2026-08-01
SKU-HW-01425,Next-Gen Firewall Threat Shield v2.0,Security Appliances,WH-US-01,California Mega-Hub,US-West,United States,147,56,91,82,116,427,5247.59,771395.73,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,6,Ground Fleet Line,3.08,14.1,Optimal,2026-02-04
SKU-HW-01426,Distributed Object Storage Block v3.0,Storage Systems,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,243,61,182,177,314,1007,6281.6,1526428.8,SUP-KR-01,Samsung Memory Module Division,South Korea,97.2,37,Dedicated Rail Cargo,1.63,4.5,Optimal,2026-05-04
SKU-HW-01427,Dense Wavelength Mux Transceiver v4.0,Optical Components,WH-US-03,Chicago Central Depot,US-Central,United States,1362,807,555,704,1029,3668,716.83,976322.46,SUP-JP-01,Murata High-Freq Components,Japan,98.9,35,Air Priority Express,0.69,8.1,Optimal,2026-04-22
SKU-HW-01428,Liquid-Cooled AI Inference Blade v1.0,Compute Servers,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,297,166,131,97,194,679,9037.86,2684244.42,SUP-US-02,Broadcom Optical Networks,United States,97.8,43,Air Priority Express,2.04,7.0,Optimal,2026-03-02
SKU-HW-01429,Dense Wavelength Mux Transceiver v2.0,Optical Components,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,4097,893,3204,1031,1514,4580,749.48,3070619.56,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,20,Ocean Freight Container,0.67,3.0,Overstocked,2026-05-14
SKU-HW-01430,Industrial IoT Telemetry Sensor v3.0,Edge Devices,WH-US-01,California Mega-Hub,US-West,United States,8818,3691,5127,3605,5512,16044,136.01,1199336.18,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,14,Ground Fleet Line,0.24,9.7,Optimal,2026-06-10
SKU-HW-01431,100G Single-Mode Optical Transceiver v4.0,Optical Components,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,7654,2432,5222,2052,4422,13641,270.86,2073162.44,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,21,Ground Fleet Line,0.86,7.6,Optimal,2026-03-28
SKU-HW-01432,Direct-to-Chip Liquid Cooling Manifold v1.0,Power & Cooling,WH-US-02,Virginia Cloud Center,US-East,United States,112,54,58,83,120,439,3778.93,423240.16,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,45,Air Priority Express,1.16,11.3,Optimal,2026-04-01
SKU-HW-01433,Redundant Power Distribution Unit 3-Phase v2.0,Power & Cooling,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,621,132,489,208,423,1519,2995.42,1860155.82,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,40,Ocean Freight Container,0.78,5.3,Optimal,2026-04-06
SKU-HW-01434,Liquid-Cooled AI Inference Blade v3.0,Compute Servers,WH-US-02,Virginia Cloud Center,US-East,United States,259,122,137,102,200,551,9295.61,2407562.99,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,23,Dedicated Rail Cargo,1.47,4.9,Optimal,2026-05-01
SKU-HW-01435,Edge AI Gateway Controller v4.0,Edge Devices,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,552,214,338,244,535,1862,1706.81,942159.12,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,35,Ocean Freight Container,0.23,3.7,Optimal,2026-01-21
SKU-HW-01436,All-Flash NVMe High-IOPS Array v1.0,Storage Systems,WH-US-03,Chicago Central Depot,US-Central,United States,164,89,75,63,136,484,15147.81,2484240.84,SUP-TW-04,Delta Electronics Power Solutions,Taiwan,98.2,12,Ground Fleet Line,2.44,5.2,Optimal,2026-06-14
SKU-HW-01437,Ultra-Low Latency Spine Router v2.0,Networking Hardware,WH-US-01,California Mega-Hub,US-West,United States,186,70,116,84,183,688,11873.1,2208396.6,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,10,Dedicated Rail Cargo,2.37,3.4,Optimal,2026-04-11
SKU-HW-01438,Hardware Security Module (HSM) Vault v3.0,Security Appliances,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,65,17,48,30,60,163,10191.19,662427.35,SUP-US-01,Supermicro Engineering Lab,United States,95.9,18,Ground Fleet Line,0.22,3.8,Optimal,2026-01-24
SKU-HW-01439,All-Flash NVMe High-IOPS Array v4.0,Storage Systems,WH-APAC-02,Tokyo High-Tech Depot,APAC-East,Japan,240,62,178,46,94,252,16622.52,3989404.8,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,26,Ocean Freight Container,3.03,9.1,Overstocked,2026-06-30
SKU-HW-01440,Hardware Security Module (HSM) Vault v1.0,Security Appliances,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,147,49,98,43,90,238,9648.84,1418379.48,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,5,Air Priority Express,1.68,11.0,Optimal,2026-05-13
SKU-HW-01441,Dense Wavelength Mux Transceiver v2.0,Optical Components,WH-US-01,California Mega-Hub,US-West,United States,4448,992,3456,959,1932,4885,784.41,3489055.68,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,11,Air Priority Express,2.76,9.7,Overstocked,2026-06-01
SKU-HW-01442,Redundant Power Distribution Unit 3-Phase v3.0,Power & Cooling,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,127,52,75,247,483,1371,3111.72,395188.44,SUP-US-02,Broadcom Optical Networks,United States,97.8,38,Ground Fleet Line,1.69,3.4,Low Stock,2026-04-25
SKU-HW-01443,All-Flash NVMe High-IOPS Array v4.0,Storage Systems,WH-MEA-01,Dubai Industrial Port Hub,MEA,United Arab Emirates,87,32,55,42,72,232,16791.83,1460889.21,SUP-KR-01,Samsung Memory Module Division,South Korea,97.2,8,Ground Fleet Line,1.41,12.0,Optimal,2026-05-20
SKU-HW-01444,Redundant Power Distribution Unit 3-Phase v1.0,Power & Cooling,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,452,116,336,240,370,1036,3394.96,1534521.92,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,38,Dedicated Rail Cargo,1.52,6.0,Optimal,2026-01-16
SKU-HW-01445,Liquid-Cooled AI Inference Blade v2.0,Compute Servers,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,226,95,131,70,135,527,9837.95,2223376.7,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,10,Air Priority Express,1.76,10.0,Optimal,2026-01-21
SKU-HW-01446,Edge AI Gateway Controller v3.0,Edge Devices,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,2271,372,1899,473,847,2462,2065.56,4690886.76,SUP-JP-01,Murata High-Freq Components,Japan,98.9,21,Ground Fleet Line,2.77,7.8,Overstocked,2026-04-28
SKU-HW-01447,100G Single-Mode Optical Transceiver v4.0,Optical Components,WH-US-02,Virginia Cloud Center,US-East,United States,7685,1937,5748,1989,2823,7870,287.19,2207055.15,SUP-US-02,Broadcom Optical Networks,United States,97.8,23,Ocean Freight Container,2.21,9.1,Overstocked,2026-06-06
SKU-HW-01448,100G Single-Mode Optical Transceiver v1.0,Optical Components,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,5322,2052,3270,2209,3908,15430,288.21,1533853.62,SUP-US-02,Broadcom Optical Networks,United States,97.8,7,Air Priority Express,1.38,14.0,Optimal,2026-03-30
SKU-HW-01449,Liquid-Cooled AI Inference Blade v2.0,Compute Servers,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,235,118,117,94,198,774,8339.65,1959817.75,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,39,Ocean Freight Container,0.19,8.8,Optimal,2026-03-17
SKU-HW-01450,Dense Wavelength Mux Transceiver v3.0,Optical Components,WH-APAC-02,Tokyo High-Tech Depot,APAC-East,Japan,1452,397,1055,505,818,2749,831.33,1207091.16,SUP-US-02,Broadcom Optical Networks,United States,97.8,32,Ocean Freight Container,2.9,13.7,Optimal,2026-02-08
SKU-HW-01451,Distributed Object Storage Block v4.0,Storage Systems,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,287,155,132,134,205,776,6045.88,1735167.56,SUP-US-01,Supermicro Engineering Lab,United States,95.9,17,Ocean Freight Container,2.3,4.0,Optimal,2026-07-25
SKU-HW-01452,Quantum Optical 800G Core Switch v1.0,Networking Hardware,WH-US-01,California Mega-Hub,US-West,United States,151,86,65,53,115,439,18265.39,2758073.89,SUP-US-02,Broadcom Optical Networks,United States,97.8,36,Ocean Freight Container,3.08,5.3,Optimal,2026-03-24
SKU-HW-01453,100G Single-Mode Optical Transceiver v2.0,Optical Components,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,18559,4706,13853,2333,5100,19069,299.76,5563245.84,SUP-JP-01,Murata High-Freq Components,Japan,98.9,38,Ocean Freight Container,0.06,7.2,Overstocked,2026-07-30
SKU-HW-01454,Quantum Optical 800G Core Switch v3.0,Networking Hardware,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,299,59,240,58,124,319,18751.4,5606668.6,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,42,Dedicated Rail Cargo,0.48,10.9,Overstocked,2026-07-15
SKU-HW-01455,Liquid-Cooled AI Inference Blade v4.0,Compute Servers,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,102,21,81,87,153,523,8850.05,902705.1,SUP-TW-02,Foxconn Precision Industry,Taiwan,96.8,33,Ocean Freight Container,0.05,10.6,Optimal,2026-05-16
SKU-HW-01456,Redundant Power Distribution Unit 3-Phase v1.0,Power & Cooling,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,274,138,136,248,435,1687,3576.31,979908.94,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,33,Ground Fleet Line,0.17,3.3,Optimal,2026-06-20
SKU-HW-01457,Quantum Optical 800G Core Switch v2.0,Networking Hardware,WH-MEA-01,Dubai Industrial Port Hub,MEA,United Arab Emirates,172,36,136,47,76,199,19442.51,3344111.72,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,14,Air Priority Express,0.12,5.0,Overstocked,2026-04-14
SKU-HW-01458,Industrial IoT Telemetry Sensor v3.0,Edge Devices,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,4987,2326,2661,1645,3077,12303,134.96,673045.52,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,21,Ocean Freight Container,1.62,11.8,Optimal,2026-05-12
SKU-HW-01459,Ultra-Low Latency Spine Router v4.0,Networking Hardware,WH-US-02,Virginia Cloud Center,US-East,United States,117,66,51,100,183,522,13054.57,1527384.69,SUP-JP-02,Kyocera Ceramic Packaging,Japan,98.1,11,Dedicated Rail Cargo,2.64,11.7,Optimal,2026-06-14
SKU-HW-01460,Ultra-Low Latency Spine Router v1.0,Networking Hardware,WH-US-01,California Mega-Hub,US-West,United States,80,45,35,59,98,361,12771.36,1021708.8,SUP-US-01,Supermicro Engineering Lab,United States,95.9,45,Dedicated Rail Cargo,2.21,9.5,Optimal,2026-07-27
SKU-HW-01461,Dense Wavelength Mux Transceiver v2.0,Optical Components,WH-APAC-01,Taipei Logistics Hub,APAC-East,Taiwan,1269,465,804,598,1121,3631,735.85,933793.65,SUP-JP-02,Kyocera Ceramic Packaging,Japan,98.1,33,Dedicated Rail Cargo,1.77,4.3,Optimal,2026-02-18
SKU-HW-01462,Quantum Optical 800G Core Switch v3.0,Networking Hardware,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,85,49,36,46,70,210,20599.85,1750987.25,SUP-US-02,Broadcom Optical Networks,United States,97.8,10,Ground Fleet Line,0.97,7.0,Optimal,2026-07-28
SKU-HW-01463,Next-Gen Firewall Threat Shield v4.0,Security Appliances,WH-APAC-03,Singapore Gateway Center,APAC-South,Singapore,150,84,66,98,208,821,6146.18,921927.0,SUP-JP-02,Kyocera Ceramic Packaging,Japan,98.1,22,Dedicated Rail Cargo,0.13,3.3,Optimal,2026-06-21
SKU-HW-01464,High-Density GPU Tensor Server Node v1.0,Compute Servers,WH-US-02,Virginia Cloud Center,US-East,United States,112,26,86,79,155,618,15603.49,1747590.88,SUP-TW-03,Quanta Computer Advanced Server,Taiwan,97.5,31,Air Priority Express,1.49,4.6,Optimal,2026-01-26
SKU-HW-01465,High-Density GPU Tensor Server Node v2.0,Compute Servers,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,140,54,86,65,112,310,14997.23,2099612.2,SUP-US-02,Broadcom Optical Networks,United States,97.8,6,Ocean Freight Container,0.2,4.8,Optimal,2026-07-20
SKU-HW-01466,All-Flash NVMe High-IOPS Array v3.0,Storage Systems,WH-US-02,Virginia Cloud Center,US-East,United States,85,17,68,43,69,194,16749.73,1423727.05,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,27,Ground Fleet Line,2.75,10.7,Optimal,2026-03-15
SKU-HW-01467,Quantum Optical 800G Core Switch v4.0,Networking Hardware,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,276,105,171,75,160,441,19682.5,5432370.0,SUP-US-02,Broadcom Optical Networks,United States,97.8,13,Ground Fleet Line,2.18,3.3,Optimal,2026-08-09
SKU-HW-01468,Redundant Power Distribution Unit 3-Phase v1.0,Power & Cooling,WH-APAC-04,Sydney Tech Fulfillment,APAC-ANZ,Australia,56,31,25,112,184,567,2906.11,162742.16,SUP-JP-01,Murata High-Freq Components,Japan,98.9,23,Dedicated Rail Cargo,1.55,9.2,Low Stock,2026-01-20
SKU-HW-01469,100G Single-Mode Optical Transceiver v2.0,Optical Components,WH-APAC-01,Taipei Logistics Hub,APAC-East,Taiwan,296,273,23,1953,3825,14456,281.38,83288.48,SUP-DE-01,Siemens Industrial Automation,Germany,98.6,11,Dedicated Rail Cargo,0.13,10.2,Critical Shortage,2026-07-17
SKU-HW-01470,Liquid-Cooled AI Inference Blade v3.0,Compute Servers,WH-EU-01,Frankfurt Euro-Hub,EU-Central,Germany,7,3,4,99,185,691,9309.24,65164.68,SUP-US-02,Broadcom Optical Networks,United States,97.8,19,Dedicated Rail Cargo,0.59,3.8,Critical Shortage,2026-07-11
SKU-HW-01471,Ultra-Low Latency Spine Router v4.0,Networking Hardware,WH-MEA-01,Dubai Industrial Port Hub,MEA,United Arab Emirates,163,69,94,71,102,357,11177.45,1821924.35,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,13,Ocean Freight Container,1.04,7.7,Optimal,2026-07-28
SKU-HW-01472,Hardware Security Module (HSM) Vault v1.0,Security Appliances,WH-US-02,Virginia Cloud Center,US-East,United States,104,60,44,43,61,155,10381.61,1079687.44,SUP-US-02,Broadcom Optical Networks,United States,97.8,41,Dedicated Rail Cargo,2.64,5.6,Optimal,2026-03-10
SKU-HW-01473,Ultra-Low Latency Spine Router v2.0,Networking Hardware,WH-LATAM-01,Sao Paulo Distribution,LATAM,Brazil,210,118,92,97,190,672,12876.89,2704146.9,SUP-NL-01,ASML Precision Optics Hub,Netherlands,99.1,18,Ground Fleet Line,0.3,8.4,Optimal,2026-08-04
SKU-HW-01474,Liquid-Cooled AI Inference Blade v3.0,Compute Servers,WH-US-03,Chicago Central Depot,US-Central,United States,247,109,138,90,151,592,8765.13,2164987.11,SUP-TW-01,TSMC Advanced Semiconductor,Taiwan,99.4,35,Dedicated Rail Cargo,1.93,6.2,Optimal,2026-04-14
SKU-HW-01475,Industrial IoT Telemetry Sensor v4.0,Edge Devices,WH-EU-03,London Distribution Gateway,EU-West,United Kingdom,21370,6258,15112,4203,7303,22388,120.21,2568887.7,SUP-US-02,Broadcom Optical Networks,United States,97.8,10,Ocean Freight Container,1.0,8.5,Overstocked,2026-04-11
