customer_id,company_name,industry,company_size,headquarters_country,subscription_tier,contract_type,mrr_usd,arr_usd,contract_length_months,tenure_months,nps_score,csat_score,monthly_active_users,license_utilization_pct,support_tickets_count,critical_escalations,avg_resolution_time_hrs,product_usage_hours_per_week,feature_adoption_depth,last_login_days_ago,executive_sponsor_engaged,churn_risk_score,churn_risk_level,account_status
CUST-SAAS-00253,Vanguard Digital T,Healthcare & BioTech,201-1000 Employees,France,Startup Tier,Annual Pre-Paid,2191.99,26303.88,12,18,10,4.2,18,83.4,2,0,3.8,49.1,Full API Mesh & Automation,6,Yes,0.21,Low,Active - Healthy
CUST-SAAS-00254,Horizon Enterprises U,Manufacturing & Robotics,201-1000 Employees,France,Professional,Multi-Year 3-Yr Strategic,4582.14,54985.68,24,54,8,4.1,42,88.8,5,1,10.3,64.1,Deep Advanced,5,Yes,0.14,Low,Active - Healthy
CUST-SAAS-00255,Strata Networks V,Telecom & 5G,201-1000 Employees,United Kingdom,Professional,Annual Pre-Paid,8812.07,105744.84,24,14,8,4.8,52,79.9,3,0,7.2,167.7,Core Functional,7,Yes,0.34,Medium,Active - Healthy
CUST-SAAS-00256,Aero Software W,E-Commerce & Retail,51-200 Employees,France,Startup Tier,Annual Pre-Paid,1419.43,17033.16,12,27,9,4.5,40,98.6,6,0,9.9,114.8,Full API Mesh & Automation,7,Yes,0.12,Low,Active - Healthy
CUST-SAAS-00257,Pulse Capital X,SaaS & Enterprise Cloud,1000-5000 Employees,United Kingdom,Professional,Annual Pre-Paid,5602.11,67225.32,12,22,8,4.6,274,75.1,7,0,2.8,93.4,Deep Advanced,4,Yes,0.06,Low,Active - Healthy
CUST-SAAS-00258,Terra Labs Y,Manufacturing & Robotics,10-50 Employees,Singapore,Custom Strategic,Multi-Year 3-Yr Strategic,63083.51,757002.12,48,46,4,3.2,3052,26.0,10,4,49.9,4.7,Basic Exploratory,53,No,0.69,High,Churned
CUST-SAAS-00259,Cygnus Cloud Z,Healthcare & BioTech,5000+ Enterprise,Netherlands,Professional,Monthly Flexible,7865.35,94384.2,12,22,9,4.4,210,84.5,5,1,3.3,98.8,Core Functional,3,Yes,0.29,Medium,Active - Healthy
CUST-SAAS-00260,Novus Technologies A,Logistics & Supply Chain,1000-5000 Employees,United Kingdom,Enterprise Plus,Annual Pre-Paid,12769.69,153236.28,36,41,9,5.0,708,99.8,5,0,9.8,48.9,Basic Exploratory,3,Yes,0.33,Medium,Active - Healthy
CUST-SAAS-00261,Polaris Group B,Government & Public Sector,1000-5000 Employees,Switzerland,Professional,Multi-Year 3-Yr Strategic,6227.53,74730.36,12,34,10,4.9,152,93.6,2,0,8.3,143.1,Full API Mesh & Automation,7,Yes,0.31,Medium,Active - Healthy
CUST-SAAS-00262,Echo Biomedical C,Energy & CleanTech,51-200 Employees,France,Enterprise Plus,Annual Pre-Paid,26903.72,322844.64,24,2,8,4.3,1073,76.7,1,0,11.1,93.7,Deep Advanced,1,Yes,0.17,Low,Active - Healthy
CUST-SAAS-00263,Synthetix Solutions D,FinTech & Banking,51-200 Employees,Taiwan,Enterprise Plus,Quarterly Invoiced,12587.57,151050.84,36,53,7,4.7,1120,96.9,2,0,11.2,89.6,Core Functional,5,Yes,0.06,Low,Active - Healthy
CUST-SAAS-00264,Vector Robotics E,Government & Public Sector,201-1000 Employees,Taiwan,Enterprise Plus,Monthly Flexible,17127.19,205526.28,24,9,10,4.8,751,99.2,5,0,2.9,91.3,Basic Exploratory,0,Yes,0.06,Low,Active - Healthy
CUST-SAAS-00265,Zion Security F,Professional Services & Legal,1000-5000 Employees,Japan,Enterprise Plus,Quarterly Invoiced,17758.19,213098.28,36,45,8,4.2,732,85.6,1,0,9.0,119.4,Full API Mesh & Automation,2,Yes,0.35,Medium,In Renewal Discussion
CUST-SAAS-00266,Aura Dynamics G,Healthcare & BioTech,10-50 Employees,United States,Startup Tier,Monthly Flexible,830.62,9967.44,12,9,9,4.6,23,76.0,5,0,11.5,144.6,Deep Advanced,3,Yes,0.12,Low,Active - Healthy
CUST-SAAS-00267,Boreal Analytics H,Energy & CleanTech,201-1000 Employees,United Kingdom,Enterprise Plus,Multi-Year 3-Yr Strategic,20884.75,250617.0,36,21,8,4.8,652,92.8,8,0,3.7,67.8,Full API Mesh & Automation,7,Yes,0.33,Medium,Active - Healthy
CUST-SAAS-00268,Crest Industries I,Government & Public Sector,5000+ Enterprise,United Kingdom,Professional,Annual Pre-Paid,8968.98,107627.76,24,25,10,5.0,206,97.1,7,0,2.4,114.9,Basic Exploratory,2,Yes,0.28,Medium,Active - Healthy
CUST-SAAS-00269,Dynasty Systems J,Energy & CleanTech,1000-5000 Employees,United States,Enterprise Plus,Annual Pre-Paid,26714.84,320578.08,12,47,7,5.0,1148,92.8,1,0,11.3,79.8,Basic Exploratory,6,Yes,0.05,Low,Active - Healthy
CUST-SAAS-00270,Apex Ventures K,Government & Public Sector,5000+ Enterprise,Japan,Startup Tier,Monthly Flexible,1671.78,20061.36,12,12,9,4.9,48,99.3,7,0,9.2,148.9,Full API Mesh & Automation,5,Yes,0.09,Low,Active - Healthy
CUST-SAAS-00271,Nexus Logistics L,Professional Services & Legal,1000-5000 Employees,Taiwan,Custom Strategic,Monthly Flexible,25331.23,303974.76,36,36,8,4.3,5090,88.8,2,0,2.5,56.7,Core Functional,0,Yes,0.08,Low,Active - Healthy
CUST-SAAS-00272,Vertex Global M,Media & Entertainment,1000-5000 Employees,Netherlands,Startup Tier,Monthly Flexible,2398.03,28776.36,12,47,5,2.1,62,38.5,31,2,50.4,6.9,Basic Exploratory,60,No,0.76,High,Active - At Risk
CUST-SAAS-00273,Quantum Digital N,FinTech & Banking,10-50 Employees,Japan,Custom Strategic,Annual Pre-Paid,83237.66,998851.92,48,54,10,4.0,5363,98.0,3,0,9.7,116.2,Full API Mesh & Automation,6,Yes,0.27,Medium,Active - Healthy
CUST-SAAS-00274,Hyperion Enterprises O,Government & Public Sector,51-200 Employees,Germany,Startup Tier,Monthly Flexible,2721.32,32655.84,12,37,8,4.3,14,93.1,4,0,8.6,138.4,Full API Mesh & Automation,7,Yes,0.21,Low,Active - Healthy
CUST-SAAS-00275,Aegis Networks P,Professional Services & Legal,51-200 Employees,Netherlands,Custom Strategic,Quarterly Invoiced,29148.56,349782.72,36,44,9,4.4,2846,77.2,7,0,6.4,93.7,Core Functional,4,Yes,0.24,Low,Active - Healthy
CUST-SAAS-00276,Cobalt Software Q,Energy & CleanTech,10-50 Employees,Australia,Enterprise Plus,Monthly Flexible,18055.95,216671.4,24,55,7,4.2,157,99.4,5,0,9.4,53.2,Core Functional,6,Yes,0.16,Low,Active - Healthy
CUST-SAAS-00277,Starlight Capital R,FinTech & Banking,51-200 Employees,Germany,Custom Strategic,Quarterly Invoiced,49171.93,590063.16,36,15,7,5.0,4131,93.3,7,0,10.1,149.7,Basic Exploratory,0,Yes,0.1,Low,Active - Healthy
CUST-SAAS-00278,Titan Labs S,Media & Entertainment,5000+ Enterprise,Singapore,Professional,Multi-Year 3-Yr Strategic,4766.46,57197.52,24,24,3,2.8,285,51.4,14,4,60.5,15.2,Full API Mesh & Automation,17,Yes,0.92,Critical,Active - At Risk
CUST-SAAS-00279,Lumina Cloud T,Media & Entertainment,5000+ Enterprise,Japan,Professional,Multi-Year 3-Yr Strategic,6201.69,74420.28,12,17,5,3.3,151,29.6,30,4,31.6,23.8,Full API Mesh & Automation,80,No,0.9,Critical,Active - At Risk
CUST-SAAS-00280,Omni Technologies U,Professional Services & Legal,51-200 Employees,Germany,Enterprise Plus,Multi-Year 3-Yr Strategic,10938.14,131257.68,12,46,7,4.0,619,80.1,4,0,3.7,171.3,Deep Advanced,0,Yes,0.18,Low,Active - Healthy
CUST-SAAS-00281,Solaris Group V,SaaS & Enterprise Cloud,51-200 Employees,Japan,Professional,Annual Pre-Paid,7109.66,85315.92,12,24,7,4.1,183,80.5,7,1,8.1,46.7,Deep Advanced,7,Yes,0.06,Low,Active - Healthy
CUST-SAAS-00282,Prism Biomedical W,Professional Services & Legal,10-50 Employees,Australia,Custom Strategic,Monthly Flexible,62824.76,753897.12,48,25,9,4.3,5643,86.6,2,0,6.6,139.1,Full API Mesh & Automation,3,Yes,0.26,Medium,Active - Healthy
CUST-SAAS-00283,Vanguard Solutions X,Manufacturing & Robotics,10-50 Employees,Singapore,Professional,Multi-Year 3-Yr Strategic,7090.05,85080.6,24,42,10,4.5,141,90.9,5,0,4.3,174.8,Core Functional,3,Yes,0.23,Low,Active - Healthy
CUST-SAAS-00284,Horizon Robotics Y,Government & Public Sector,1000-5000 Employees,Netherlands,Custom Strategic,Multi-Year 3-Yr Strategic,72440.37,869284.44,24,24,2,1.4,6180,51.3,24,3,60.4,21.0,Core Functional,67,No,0.9,Critical,Active - At Risk
CUST-SAAS-00285,Strata Security Z,Telecom & 5G,10-50 Employees,Canada,Custom Strategic,Monthly Flexible,86386.57,1036638.84,48,34,7,4.4,5819,96.8,7,0,4.6,101.4,Full API Mesh & Automation,1,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-00286,Aero Dynamics A,SaaS & Enterprise Cloud,51-200 Employees,France,Enterprise Plus,Annual Pre-Paid,25920.97,311051.64,12,34,9,4.1,623,81.1,7,0,3.1,88.9,Deep Advanced,6,Yes,0.26,Medium,Active - Healthy
CUST-SAAS-00287,Pulse Analytics B,SaaS & Enterprise Cloud,5000+ Enterprise,Switzerland,Custom Strategic,Multi-Year 3-Yr Strategic,66759.96,801119.52,36,22,9,4.0,5538,84.1,8,0,4.9,145.5,Deep Advanced,6,Yes,0.3,Medium,Active - Healthy
CUST-SAAS-00288,Terra Industries C,SaaS & Enterprise Cloud,10-50 Employees,Australia,Startup Tier,Monthly Flexible,1321.28,15855.36,12,10,7,4.0,16,91.8,2,0,11.4,171.9,Core Functional,6,Yes,0.1,Low,Active - Healthy
CUST-SAAS-00289,Cygnus Systems D,Telecom & 5G,1000-5000 Employees,Switzerland,Custom Strategic,Multi-Year 3-Yr Strategic,75387.15,904645.8,24,47,5,2.2,1892,28.2,26,2,52.7,3.5,Deep Advanced,64,Yes,0.66,High,Active - At Risk
CUST-SAAS-00290,Novus Ventures E,Energy & CleanTech,5000+ Enterprise,Canada,Custom Strategic,Annual Pre-Paid,77345.29,928143.48,24,27,10,4.8,1763,87.9,8,1,8.1,71.7,Deep Advanced,7,Yes,0.24,Low,Active - Healthy
CUST-SAAS-00291,Polaris Logistics F,Healthcare & BioTech,1000-5000 Employees,Canada,Startup Tier,Annual Pre-Paid,2238.73,26864.76,12,7,9,4.9,73,93.8,5,0,7.4,47.0,Deep Advanced,5,Yes,0.31,Medium,Active - Healthy
CUST-SAAS-00292,Echo Global G,Media & Entertainment,1000-5000 Employees,Netherlands,Enterprise Plus,Quarterly Invoiced,26369.17,316430.04,12,35,7,4.7,628,84.7,5,0,11.4,49.0,Basic Exploratory,5,Yes,0.14,Low,Active - Healthy
CUST-SAAS-00293,Synthetix Digital H,Energy & CleanTech,51-200 Employees,Australia,Enterprise Plus,Monthly Flexible,17408.31,208899.72,36,16,9,4.2,1179,90.5,4,0,7.9,99.4,Full API Mesh & Automation,5,Yes,0.2,Low,Active - Healthy
CUST-SAAS-00294,Vector Enterprises I,E-Commerce & Retail,201-1000 Employees,United States,Professional,Multi-Year 3-Yr Strategic,3293.01,39516.12,24,26,8,4.3,183,89.9,3,0,10.7,93.4,Basic Exploratory,6,Yes,0.08,Low,Active - Healthy
CUST-SAAS-00295,Zion Networks J,E-Commerce & Retail,10-50 Employees,Switzerland,Enterprise Plus,Monthly Flexible,9611.68,115340.16,12,29,5,2.4,1183,25.0,14,3,65.7,11.7,Core Functional,51,No,0.73,High,Active - At Risk
CUST-SAAS-00296,Aura Software K,Logistics & Supply Chain,1000-5000 Employees,Taiwan,Custom Strategic,Quarterly Invoiced,57168.91,686026.92,48,8,7,4.4,5274,93.2,2,0,10.0,51.0,Full API Mesh & Automation,3,Yes,0.31,Medium,Active - Healthy
CUST-SAAS-00297,Boreal Capital L,Telecom & 5G,201-1000 Employees,France,Custom Strategic,Annual Pre-Paid,69693.15,836317.8,48,3,9,4.1,863,92.9,8,0,3.8,95.3,Basic Exploratory,6,Yes,0.26,Medium,Active - Healthy
CUST-SAAS-00298,Crest Labs M,Healthcare & BioTech,51-200 Employees,France,Enterprise Plus,Quarterly Invoiced,23234.96,278819.52,12,38,10,4.2,492,79.6,8,0,11.9,164.4,Deep Advanced,1,Yes,0.13,Low,Active - Healthy
CUST-SAAS-00299,Dynasty Cloud N,Logistics & Supply Chain,10-50 Employees,France,Startup Tier,Quarterly Invoiced,2141.45,25697.4,12,48,7,4.6,59,75.9,1,0,5.7,150.9,Basic Exploratory,5,Yes,0.15,Low,Active - Healthy
CUST-SAAS-00300,Apex Technologies O,Government & Public Sector,10-50 Employees,Switzerland,Professional,Monthly Flexible,6459.66,77515.92,12,28,10,4.1,296,89.9,0,0,8.2,127.4,Core Functional,2,Yes,0.09,Low,Active - Healthy
CUST-SAAS-00301,Nexus Group P,Energy & CleanTech,201-1000 Employees,United States,Custom Strategic,Annual Pre-Paid,67011.38,804136.56,24,38,8,4.1,1759,89.1,3,0,5.2,174.8,Deep Advanced,0,Yes,0.36,Medium,In Renewal Discussion
CUST-SAAS-00302,Vertex Biomedical Q,FinTech & Banking,10-50 Employees,Japan,Custom Strategic,Annual Pre-Paid,90494.36,1085932.32,36,24,9,4.4,4563,92.3,7,0,1.6,98.9,Core Functional,1,Yes,0.34,Medium,Active - Healthy
CUST-SAAS-00303,Quantum Solutions R,Media & Entertainment,51-200 Employees,United States,Professional,Annual Pre-Paid,9465.4,113584.8,24,28,7,4.2,77,97.5,1,0,2.0,131.8,Core Functional,1,Yes,0.26,Medium,Active - Healthy
CUST-SAAS-00304,Hyperion Robotics S,Professional Services & Legal,51-200 Employees,Switzerland,Professional,Multi-Year 3-Yr Strategic,3385.37,40624.44,24,38,10,4.6,222,95.4,2,0,9.8,74.9,Full API Mesh & Automation,4,Yes,0.14,Low,Active - Healthy
CUST-SAAS-00305,Aegis Security T,Energy & CleanTech,5000+ Enterprise,Netherlands,Startup Tier,Annual Pre-Paid,2915.54,34986.48,12,41,4,3.1,59,49.9,9,3,41.2,9.9,Basic Exploratory,25,Yes,0.92,Critical,Churned
CUST-SAAS-00306,Cobalt Dynamics U,Energy & CleanTech,10-50 Employees,Canada,Enterprise Plus,Annual Pre-Paid,26887.07,322644.84,36,17,10,4.8,177,81.4,8,0,8.8,112.4,Core Functional,1,Yes,0.31,Medium,Active - Healthy
CUST-SAAS-00307,Starlight Analytics V,Manufacturing & Robotics,1000-5000 Employees,Netherlands,Enterprise Plus,Quarterly Invoiced,14329.3,171951.6,24,53,9,4.8,211,81.6,8,0,10.2,138.5,Core Functional,7,Yes,0.16,Low,Active - Healthy
CUST-SAAS-00308,Titan Industries W,Professional Services & Legal,5000+ Enterprise,Switzerland,Enterprise Plus,Annual Pre-Paid,18255.12,219061.44,12,6,7,4.3,711,79.5,5,0,10.5,132.8,Deep Advanced,6,Yes,0.33,Medium,Active - Healthy
CUST-SAAS-00309,Lumina Systems X,Logistics & Supply Chain,1000-5000 Employees,Canada,Startup Tier,Quarterly Invoiced,1268.6,15223.2,12,26,9,4.5,22,91.8,8,1,5.7,108.4,Deep Advanced,4,Yes,0.16,Low,Active - Healthy
CUST-SAAS-00310,Omni Ventures Y,Government & Public Sector,10-50 Employees,Germany,Custom Strategic,Multi-Year 3-Yr Strategic,67612.52,811350.24,36,6,4,2.1,3679,42.2,32,5,43.2,2.2,Full API Mesh & Automation,38,No,0.72,High,Churned
CUST-SAAS-00311,Solaris Logistics Z,Logistics & Supply Chain,10-50 Employees,United Kingdom,Custom Strategic,Quarterly Invoiced,51493.52,617922.24,36,53,7,4.2,4522,92.9,5,0,6.7,62.8,Core Functional,1,Yes,0.07,Low,Active - Healthy
CUST-SAAS-00312,Prism Global A,Manufacturing & Robotics,51-200 Employees,Japan,Enterprise Plus,Multi-Year 3-Yr Strategic,15489.85,185878.2,36,54,5,1.9,949,39.9,34,5,64.2,9.1,Deep Advanced,63,No,0.66,High,Active - At Risk
CUST-SAAS-00313,Vanguard Digital B,E-Commerce & Retail,10-50 Employees,Switzerland,Enterprise Plus,Multi-Year 3-Yr Strategic,15278.7,183344.4,12,47,3,2.0,535,29.9,21,1,39.8,24.1,Basic Exploratory,43,No,0.67,High,Active - At Risk
CUST-SAAS-00314,Horizon Enterprises C,Government & Public Sector,10-50 Employees,Germany,Enterprise Plus,Quarterly Invoiced,25893.01,310716.12,12,51,7,4.3,373,81.6,0,0,7.2,151.7,Core Functional,3,Yes,0.35,Medium,In Renewal Discussion
CUST-SAAS-00315,Strata Networks D,Professional Services & Legal,1000-5000 Employees,Australia,Professional,Quarterly Invoiced,3293.36,39520.32,12,60,5,1.5,89,28.6,10,2,47.6,23.6,Full API Mesh & Automation,80,Yes,0.63,High,Active - At Risk
CUST-SAAS-00316,Aero Software E,E-Commerce & Retail,201-1000 Employees,Germany,Custom Strategic,Quarterly Invoiced,94536.57,1134438.84,48,49,8,4.7,5550,96.7,5,0,6.2,83.1,Deep Advanced,5,Yes,0.17,Low,Active - Healthy
CUST-SAAS-00317,Pulse Capital F,Energy & CleanTech,5000+ Enterprise,France,Professional,Multi-Year 3-Yr Strategic,7868.41,94420.92,24,21,8,4.1,116,88.8,5,0,2.7,166.4,Core Functional,2,Yes,0.14,Low,Active - Healthy
CUST-SAAS-00318,Terra Labs G,Manufacturing & Robotics,201-1000 Employees,Singapore,Professional,Multi-Year 3-Yr Strategic,6320.1,75841.2,24,1,10,4.4,121,88.5,6,0,5.5,51.0,Deep Advanced,2,Yes,0.37,Medium,In Renewal Discussion
CUST-SAAS-00319,Cygnus Cloud H,Telecom & 5G,5000+ Enterprise,Australia,Startup Tier,Multi-Year 3-Yr Strategic,933.48,11201.76,12,21,6,3.1,70,49.8,14,4,50.7,15.9,Basic Exploratory,27,No,0.67,High,Active - At Risk
CUST-SAAS-00320,Novus Technologies I,Professional Services & Legal,10-50 Employees,Australia,Enterprise Plus,Annual Pre-Paid,13881.57,166578.84,24,1,7,4.0,600,98.3,6,0,11.2,93.0,Full API Mesh & Automation,6,Yes,0.15,Low,Active - Healthy
CUST-SAAS-00321,Polaris Group J,Manufacturing & Robotics,201-1000 Employees,Japan,Professional,Annual Pre-Paid,6868.53,82422.36,24,52,3,1.7,89,39.3,34,2,66.6,20.1,Basic Exploratory,71,No,0.84,Critical,Active - At Risk
CUST-SAAS-00322,Echo Biomedical K,FinTech & Banking,10-50 Employees,Japan,Enterprise Plus,Multi-Year 3-Yr Strategic,14595.36,175144.32,36,24,9,4.8,1166,95.9,6,0,9.2,115.7,Full API Mesh & Automation,1,Yes,0.19,Low,Active - Healthy
CUST-SAAS-00323,Synthetix Solutions L,FinTech & Banking,51-200 Employees,United Kingdom,Enterprise Plus,Multi-Year 3-Yr Strategic,18483.68,221804.16,24,30,8,4.5,595,80.4,7,1,7.6,51.1,Core Functional,3,Yes,0.08,Low,Active - Healthy
CUST-SAAS-00324,Vector Robotics M,SaaS & Enterprise Cloud,5000+ Enterprise,Singapore,Enterprise Plus,Annual Pre-Paid,26658.2,319898.4,24,19,7,5.0,178,86.8,8,0,5.7,107.5,Deep Advanced,7,Yes,0.33,Medium,Active - Healthy
CUST-SAAS-00325,Zion Security N,FinTech & Banking,1000-5000 Employees,United States,Professional,Monthly Flexible,5502.47,66029.64,24,1,4,2.0,245,56.9,30,2,31.8,24.8,Basic Exploratory,33,Yes,0.9,Critical,Active - At Risk
CUST-SAAS-00326,Aura Dynamics O,Government & Public Sector,51-200 Employees,France,Custom Strategic,Multi-Year 3-Yr Strategic,58653.3,703839.6,36,9,8,4.6,4107,91.1,3,1,11.0,142.5,Full API Mesh & Automation,5,Yes,0.38,Medium,In Renewal Discussion
CUST-SAAS-00327,Boreal Analytics P,Government & Public Sector,51-200 Employees,Switzerland,Startup Tier,Monthly Flexible,1762.13,21145.56,12,3,9,5.0,60,100.0,1,0,4.1,168.4,Deep Advanced,3,Yes,0.21,Low,Active - Healthy
CUST-SAAS-00328,Crest Industries Q,Government & Public Sector,5000+ Enterprise,United Kingdom,Startup Tier,Quarterly Invoiced,3155.47,37865.64,12,23,3,1.6,65,48.3,8,4,60.0,12.8,Full API Mesh & Automation,25,No,0.73,High,Active - At Risk
CUST-SAAS-00329,Dynasty Systems R,Manufacturing & Robotics,5000+ Enterprise,United Kingdom,Startup Tier,Monthly Flexible,2543.87,30526.44,12,60,9,4.6,54,98.0,4,0,8.0,112.5,Full API Mesh & Automation,3,Yes,0.1,Low,Active - Healthy
CUST-SAAS-00330,Apex Ventures S,SaaS & Enterprise Cloud,1000-5000 Employees,Singapore,Custom Strategic,Multi-Year 3-Yr Strategic,59220.28,710643.36,36,34,10,4.4,4003,77.2,3,0,7.4,54.7,Basic Exploratory,4,Yes,0.11,Low,Active - Healthy
CUST-SAAS-00331,Nexus Logistics T,Government & Public Sector,201-1000 Employees,Japan,Startup Tier,Quarterly Invoiced,1229.97,14759.64,12,55,2,2.5,72,27.5,8,4,64.8,4.6,Deep Advanced,17,Yes,0.7,High,Active - At Risk
CUST-SAAS-00332,Vertex Global U,Manufacturing & Robotics,5000+ Enterprise,United States,Enterprise Plus,Quarterly Invoiced,12485.14,149821.68,12,17,8,4.8,995,77.4,4,1,7.8,56.7,Deep Advanced,6,Yes,0.36,Medium,In Renewal Discussion
CUST-SAAS-00333,Quantum Digital V,Logistics & Supply Chain,5000+ Enterprise,United States,Enterprise Plus,Annual Pre-Paid,15509.91,186118.92,24,34,7,4.4,609,89.6,6,0,3.9,106.0,Basic Exploratory,0,Yes,0.16,Low,Active - Healthy
CUST-SAAS-00334,Hyperion Enterprises W,E-Commerce & Retail,51-200 Employees,Australia,Professional,Monthly Flexible,4986.09,59833.08,12,24,10,4.6,69,77.6,7,1,10.9,168.0,Deep Advanced,7,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-00335,Aegis Networks X,Telecom & 5G,1000-5000 Employees,Netherlands,Professional,Multi-Year 3-Yr Strategic,7993.44,95921.28,24,1,6,1.9,279,51.7,29,5,28.6,24.2,Basic Exploratory,77,No,0.88,Critical,Churned
CUST-SAAS-00336,Cobalt Software Y,Government & Public Sector,1000-5000 Employees,France,Enterprise Plus,Monthly Flexible,18659.34,223912.08,36,49,5,2.0,1010,40.8,27,4,33.6,10.0,Core Functional,62,No,0.92,Critical,Under Review
CUST-SAAS-00337,Starlight Capital Z,SaaS & Enterprise Cloud,1000-5000 Employees,Taiwan,Enterprise Plus,Monthly Flexible,9970.15,119641.8,24,10,10,4.7,561,88.0,5,0,10.0,152.8,Full API Mesh & Automation,5,Yes,0.26,Medium,Active - Healthy
CUST-SAAS-00338,Titan Labs A,Media & Entertainment,5000+ Enterprise,Taiwan,Enterprise Plus,Monthly Flexible,23147.05,277764.6,24,54,8,4.3,874,81.3,7,1,10.6,132.4,Core Functional,2,Yes,0.3,Medium,Active - Healthy
CUST-SAAS-00339,Lumina Cloud B,Logistics & Supply Chain,1000-5000 Employees,Germany,Startup Tier,Quarterly Invoiced,2430.14,29161.68,12,40,8,4.6,77,82.0,4,0,1.8,104.5,Basic Exploratory,5,Yes,0.33,Medium,Active - Healthy
CUST-SAAS-00340,Omni Technologies C,Logistics & Supply Chain,5000+ Enterprise,United States,Enterprise Plus,Multi-Year 3-Yr Strategic,19109.82,229317.84,12,60,8,4.2,911,92.4,1,0,7.8,85.9,Basic Exploratory,0,Yes,0.12,Low,Active - Healthy
CUST-SAAS-00341,Solaris Group D,Logistics & Supply Chain,51-200 Employees,Australia,Professional,Annual Pre-Paid,9289.34,111472.08,24,23,4,1.7,84,54.0,33,3,64.2,9.2,Full API Mesh & Automation,19,No,0.77,High,Active - At Risk
CUST-SAAS-00342,Prism Biomedical E,Professional Services & Legal,5000+ Enterprise,Canada,Professional,Multi-Year 3-Yr Strategic,8790.54,105486.48,24,18,9,4.7,279,97.6,6,1,9.3,78.4,Full API Mesh & Automation,2,Yes,0.09,Low,Active - Healthy
CUST-SAAS-00343,Vanguard Solutions F,Manufacturing & Robotics,10-50 Employees,Singapore,Professional,Annual Pre-Paid,7606.63,91279.56,24,4,7,4.2,75,77.9,7,0,6.6,117.0,Deep Advanced,5,Yes,0.13,Low,Active - Healthy
CUST-SAAS-00344,Horizon Robotics G,Government & Public Sector,1000-5000 Employees,Australia,Custom Strategic,Multi-Year 3-Yr Strategic,61285.87,735430.44,24,28,3,1.7,677,31.9,18,4,65.4,10.5,Core Functional,74,No,0.74,High,Under Review
CUST-SAAS-00345,Strata Security H,Media & Entertainment,10-50 Employees,Germany,Custom Strategic,Annual Pre-Paid,75833.94,910007.28,48,22,10,4.1,4353,98.5,1,0,11.1,118.1,Core Functional,1,Yes,0.24,Low,Active - Healthy
CUST-SAAS-00346,Aero Dynamics I,Media & Entertainment,10-50 Employees,Japan,Startup Tier,Multi-Year 3-Yr Strategic,1250.25,15003.0,12,17,9,5.0,69,87.5,1,0,11.6,167.7,Full API Mesh & Automation,3,Yes,0.36,Medium,In Renewal Discussion
CUST-SAAS-00347,Pulse Analytics J,FinTech & Banking,201-1000 Employees,France,Startup Tier,Monthly Flexible,2189.07,26268.84,12,41,10,4.8,15,87.4,5,0,1.8,102.7,Core Functional,0,Yes,0.37,Medium,In Renewal Discussion
CUST-SAAS-00348,Terra Industries K,Energy & CleanTech,201-1000 Employees,Australia,Enterprise Plus,Multi-Year 3-Yr Strategic,24305.08,291660.96,12,34,9,4.5,670,96.7,6,1,4.9,83.4,Core Functional,0,Yes,0.34,Medium,Active - Healthy
CUST-SAAS-00349,Cygnus Systems L,Logistics & Supply Chain,51-200 Employees,France,Startup Tier,Annual Pre-Paid,1253.94,15047.28,12,36,8,4.8,67,85.7,6,0,4.2,144.8,Deep Advanced,1,Yes,0.29,Medium,Active - Healthy
CUST-SAAS-00350,Novus Ventures M,Government & Public Sector,5000+ Enterprise,Taiwan,Enterprise Plus,Quarterly Invoiced,25886.39,310636.68,36,48,7,4.2,796,85.9,2,1,1.9,129.6,Deep Advanced,5,Yes,0.32,Medium,Active - Healthy
CUST-SAAS-00351,Polaris Logistics N,E-Commerce & Retail,1000-5000 Employees,Netherlands,Startup Tier,Annual Pre-Paid,2583.72,31004.64,12,14,7,4.9,30,97.8,6,0,3.8,174.5,Full API Mesh & Automation,2,Yes,0.15,Low,Active - Healthy
CUST-SAAS-00352,Echo Global O,Telecom & 5G,201-1000 Employees,United States,Professional,Annual Pre-Paid,5861.08,70332.96,12,18,7,4.8,220,80.4,7,0,3.2,60.9,Deep Advanced,5,Yes,0.22,Low,Active - Healthy
CUST-SAAS-00353,Synthetix Digital P,FinTech & Banking,10-50 Employees,Taiwan,Professional,Multi-Year 3-Yr Strategic,3509.51,42114.12,12,49,10,4.9,59,94.5,2,0,2.1,116.3,Core Functional,1,Yes,0.03,Low,Active - Healthy
CUST-SAAS-00354,Vector Enterprises Q,FinTech & Banking,201-1000 Employees,Taiwan,Enterprise Plus,Monthly Flexible,13132.78,157593.36,36,29,10,4.6,885,95.8,3,0,7.0,146.0,Deep Advanced,4,Yes,0.14,Low,Active - Healthy
CUST-SAAS-00355,Zion Networks R,SaaS & Enterprise Cloud,5000+ Enterprise,United Kingdom,Enterprise Plus,Annual Pre-Paid,19179.9,230158.8,24,56,8,4.4,447,87.6,4,1,7.7,162.2,Deep Advanced,1,Yes,0.09,Low,Active - Healthy
CUST-SAAS-00356,Aura Software S,Telecom & 5G,1000-5000 Employees,Switzerland,Custom Strategic,Annual Pre-Paid,48558.04,582696.48,36,3,7,4.6,5347,77.6,5,0,4.2,112.7,Basic Exploratory,6,Yes,0.31,Medium,Active - Healthy
