order_id,order_date,fiscal_year,fiscal_quarter,customer_id,customer_name,account_tier,industry,region,country,sales_channel,product_category,product_sku,product_name,quantity,unit_price,discount_rate_pct,total_amount,cogs_amount,gross_margin_pct,payment_terms,order_status,sales_rep
ORD-2024-00193,2024-05-01,2024,2024-Q2,CUST-0030,Sartre Software SAS,SMB Growth,Dev Tools,EU-Central,Germany,Strategic Reseller Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,11,7208.0,4.0,76116.48,20071.92,73.63,Net 90,Completed,Vikram Patel
ORD-2024-00194,2026-07-27,2026,2026-Q3,CUST-0019,Buy N Large Retail Mega,Enterprise Strategic,E-Commerce,EU-West,France,Strategic Reseller Partner,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,22,16335.0,15.0,305464.5,46094.59,84.91,Net 90,Completed,Astrid Lindgren
ORD-2024-00195,2025-07-16,2025,2025-Q3,CUST-0031,Athena Health Systems,Mid-Market,Healthcare,APAC-East,South Korea,Strategic Reseller Partner,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,40,15345.0,13.0,534006.0,103757.37,80.57,Net 90,Completed,Brian O'Connor
ORD-2024-00196,2025-07-31,2025,2025-Q3,CUST-0008,Umbrella Life Sciences,Enterprise Strategic,Pharma,US-East,United States,Strategic Reseller Partner,Cybersecurity Suite,SKU-SEC-410,Compliance & Audit Vault,73,6984.0,8.0,469045.44,121201.34,74.16,Net 30,In Fulfillment,Astrid Lindgren
ORD-2024-00197,2025-08-20,2025,2025-Q3,CUST-0032,Zeus Renewable Power,Mid-Market,Clean Energy,US-West,United States,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,31,12375.0,2.0,375952.5,80792.19,78.51,Quarterly Net 30,Completed,Vikram Patel
ORD-2024-00198,2026-04-06,2026,2026-Q2,CUST-0020,Oscorp Pharmaceutical,Enterprise Strategic,Life Sciences,APAC-ANZ,Australia,Direct Field Sales,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,37,7072.0,21.0,206714.56,56577.78,72.63,Net 30,Completed,David Lin
ORD-2024-00199,2025-12-18,2025,2025-Q4,CUST-0005,Wayne Enterprises Holdings,Enterprise Strategic,Finance & Industrial,APAC-East,Japan,Direct Field Sales,AI Platform,SKU-AI-9001,Neural Fabric GenAI Platform,65,24552.0,6.0,1500127.2,207767.62,86.15,Annual Pre-Paid,Pending Verification,Brian O'Connor
ORD-2024-00200,2025-01-26,2025,2025-Q1,CUST-0029,Omni Consumer Products,Enterprise Strategic,Consumer Tech,LATAM,Brazil,Global Alliance Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,15,7004.0,19.0,85098.6,23563.8,72.31,Net 90,Completed,Marcus Vance
ORD-2024-00201,2025-07-04,2025,2025-Q3,CUST-0026,Shinra Electric Power,Enterprise Strategic,Energy & Utilities,APAC-East,Japan,Strategic Reseller Partner,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,111,15180.0,5.0,1600731.0,329910.66,79.39,Quarterly Net 30,Completed,Michael Chang
ORD-2024-00202,2025-01-23,2025,2025-Q1,CUST-0015,Acme Aerospace Systems,Mid-Market,Manufacturing,EU-West,United Kingdom,Global Alliance Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,11,4815.0,4.0,50846.4,6203.26,87.8,Net 30,Completed,Gabriel Santos
ORD-2024-00203,2025-11-07,2025,2025-Q4,CUST-0027,Vault-Tec Security Hub,Enterprise Strategic,Cybersecurity,APAC-East,Taiwan,Direct Field Sales,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,31,16830.0,6.0,490426.2,95289.81,80.57,Net 30,In Fulfillment,Astrid Lindgren
ORD-2024-00204,2024-02-15,2024,2024-Q1,CUST-0026,Shinra Electric Power,Enterprise Strategic,Energy & Utilities,EU-Central,Switzerland,Strategic Reseller Partner,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,32,5616.0,20.0,143769.6,34332.18,76.12,Net 90,In Fulfillment,Hannah Schmidt
ORD-2024-00205,2026-07-27,2026,2026-Q3,CUST-0021,Weyland-Yutani Deep Space,Enterprise Strategic,Energy & Mining,APAC-East,Taiwan,Online B2B Portal,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,43,17820.0,23.0,590020.2,111100.8,81.17,Annual Pre-Paid,Pending Verification,Kenji Sato
ORD-2024-00206,2024-03-03,2024,2024-Q1,CUST-0012,Massive Dynamic AI,Enterprise Strategic,Artificial Intelligence,APAC-South,Singapore,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,68,5292.0,6.0,338264.64,67145.53,80.15,Annual Pre-Paid,Pending Verification,Astrid Lindgren
ORD-2024-00207,2025-03-02,2025,2025-Q1,CUST-0027,Vault-Tec Security Hub,Enterprise Strategic,Cybersecurity,US-Central,United States,Online B2B Portal,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,28,6800.0,20.0,152320.0,38399.87,74.79,Net 90,In Fulfillment,Gabriel Santos
ORD-2024-00208,2025-04-19,2025,2025-Q2,CUST-0004,Stark Aerospace & Defense,Enterprise Strategic,Aerospace,APAC-East,Japan,Global Alliance Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,76,6664.0,16.0,425429.76,127458.76,70.04,Net 90,Completed,Brian O'Connor
ORD-2024-00209,2025-04-05,2025,2025-Q2,CUST-0024,Aperture Quantum Lab,Mid-Market,Research & Quantum,US-West,United States,Strategic Reseller Partner,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,19,12750.0,6.0,227715.0,58477.21,74.32,Net 30,In Fulfillment,Gabriel Santos
ORD-2024-00210,2026-02-18,2026,2026-Q1,CUST-0014,Nakatomi Trading Corp,Mid-Market,Trading & Real Estate,EU-Central,Switzerland,Strategic Reseller Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,21,4140.0,14.0,74768.4,7850.68,89.5,Net 30,Completed,Brian O'Connor
ORD-2024-00211,2024-09-05,2024,2024-Q3,CUST-0014,Nakatomi Trading Corp,Mid-Market,Trading & Real Estate,EU-North,Netherlands,Strategic Reseller Partner,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,22,5292.0,12.0,102453.12,21238.53,79.27,Net 90,Pending Verification,Kenji Sato
ORD-2024-00212,2025-01-03,2025,2025-Q1,CUST-0033,Apex FinTech Global,Enterprise Strategic,Banking,MEA,United Arab Emirates,Global Alliance Partner,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,17,11648.0,21.0,156432.64,24888.43,84.09,Net 90,In Fulfillment,David Lin
ORD-2024-00213,2024-11-16,2024,2024-Q4,CUST-0027,Vault-Tec Security Hub,Enterprise Strategic,Cybersecurity,US-East,United States,Strategic Reseller Partner,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,7,9523.0,10.0,59994.9,14620.76,75.63,Annual Pre-Paid,Pending Verification,Marcus Vance
ORD-2024-00214,2024-07-19,2024,2024-Q3,CUST-0022,Gekko Financial Partners,Enterprise Strategic,FinTech & Hedge Fund,EU-West,United Kingdom,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-410,Compliance & Audit Vault,111,7272.0,10.0,726472.8,163093.14,77.55,Net 90,Pending Verification,Gabriel Santos
ORD-2024-00215,2026-04-21,2026,2026-Q2,CUST-0032,Zeus Renewable Power,Mid-Market,Clean Energy,APAC-ANZ,Australia,Global Alliance Partner,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,12,10976.0,11.0,117223.68,24476.3,79.12,Quarterly Net 30,Completed,Marcus Vance
ORD-2024-00216,2026-07-27,2026,2026-Q3,CUST-0035,Hyperion Data Mesh,Mid-Market,Data Infrastructure,APAC-South,Singapore,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,4,5022.0,13.0,17476.56,3226.17,81.54,Net 30,Completed,Jessica Taylor
ORD-2024-00217,2024-05-20,2024,2024-Q2,CUST-0015,Acme Aerospace Systems,Mid-Market,Manufacturing,US-West,United States,Strategic Reseller Partner,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,15,12250.0,8.0,169050.0,35601.93,78.94,Quarterly Net 30,Completed,Vikram Patel
ORD-2024-00218,2025-05-14,2025,2025-Q2,CUST-0002,Globex Corporation,Enterprise Strategic,Conglomerate,US-East,United States,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,7,12000.0,16.0,70560.0,12827.81,81.82,Net 30,Completed,Gabriel Santos
ORD-2024-00219,2026-07-20,2026,2026-Q3,CUST-0012,Massive Dynamic AI,Enterprise Strategic,Artificial Intelligence,US-West,United States,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,24,5508.0,10.0,118972.8,27339.95,77.02,Net 90,Pending Verification,Gabriel Santos
ORD-2024-00220,2025-02-10,2025,2025-Q1,CUST-0006,Soylent BioTech Global,Mid-Market,BioTech,EU-West,France,Global Alliance Partner,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,38,11536.0,4.0,420833.28,82483.32,80.4,Net 30,Completed,Sarah Chen
ORD-2024-00221,2025-02-19,2025,2025-Q1,CUST-0025,Black Mesa Research,Enterprise Strategic,Scientific R&D,EU-North,Netherlands,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,86,11875.0,5.0,970187.5,213441.25,78.0,Annual Pre-Paid,Pending Verification,Rachel Green
ORD-2024-00222,2026-05-28,2026,2026-Q2,CUST-0007,Tyrell Synthetic Dynamics,Enterprise Strategic,Robotics,MEA,United Arab Emirates,Direct Field Sales,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,32,16995.0,23.0,418756.8,77344.38,81.53,Net 90,Completed,Brian O'Connor
ORD-2024-00223,2024-03-17,2024,2024-Q1,CUST-0018,Virtucon Industries,Enterprise Strategic,Industrial Equipment,MEA,United Arab Emirates,Direct Field Sales,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,113,9523.0,11.0,957728.11,232727.93,75.7,Annual Pre-Paid,Completed,Kenji Sato
ORD-2024-00224,2024-06-15,2024,2024-Q2,CUST-0016,Dunder Mifflin Paper & Tech,SMB Growth,Retail & Supplies,APAC-East,Taiwan,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,6,5616.0,3.0,32685.12,6105.58,81.32,Net 30,Pending Verification,Alex Mercer
ORD-2024-00225,2024-04-10,2024,2024-Q2,CUST-0028,LexCorp Advanced Metals,Enterprise Strategic,Materials,EU-West,United Kingdom,Direct Field Sales,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,82,4815.0,20.0,315864.0,46842.63,85.17,Net 90,Completed,Vikram Patel
ORD-2024-00226,2024-10-06,2024,2024-Q4,CUST-0029,Omni Consumer Products,Enterprise Strategic,Consumer Tech,EU-Central,Switzerland,Strategic Reseller Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,75,4455.0,24.0,253935.0,31894.24,87.44,Annual Pre-Paid,Completed,Gabriel Santos
ORD-2024-00227,2025-09-25,2025,2025-Q3,CUST-0019,Buy N Large Retail Mega,Enterprise Strategic,E-Commerce,APAC-East,South Korea,Strategic Reseller Partner,AI Platform,SKU-AI-9001,Neural Fabric GenAI Platform,15,24304.0,10.0,328104.0,45048.68,86.27,Net 60,Completed,David Lin
ORD-2024-00228,2025-01-04,2025,2025-Q1,CUST-0007,Tyrell Synthetic Dynamics,Enterprise Strategic,Robotics,US-West,United States,Direct Field Sales,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,61,33600.0,12.0,1803648.0,630194.61,65.06,Net 60,Completed,Chloe Dubois
ORD-2024-00229,2025-07-24,2025,2025-Q3,CUST-0033,Apex FinTech Global,Enterprise Strategic,Banking,EU-North,Netherlands,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,16,11625.0,12.0,163680.0,34732.9,78.78,Net 90,Completed,Alex Mercer
ORD-2024-00230,2024-10-25,2024,2024-Q4,CUST-0027,Vault-Tec Security Hub,Enterprise Strategic,Cybersecurity,EU-North,Netherlands,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,120,5184.0,25.0,466560.0,97184.45,79.17,Annual Pre-Paid,In Fulfillment,Marcus Vance
ORD-2024-00231,2024-10-02,2024,2024-Q4,CUST-0020,Oscorp Pharmaceutical,Enterprise Strategic,Life Sciences,EU-Central,Germany,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,13,8544.0,8.0,102186.24,27181.54,73.4,Net 30,Pending Verification,Kenji Sato
ORD-2024-00232,2024-09-09,2024,2024-Q3,CUST-0032,Zeus Renewable Power,Mid-Market,Clean Energy,APAC-East,Taiwan,Strategic Reseller Partner,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,8,10304.0,2.0,80783.36,15211.51,81.17,Quarterly Net 30,Completed,Gabriel Santos
ORD-2024-00233,2026-06-01,2026,2026-Q2,CUST-0022,Gekko Financial Partners,Enterprise Strategic,FinTech & Hedge Fund,EU-Central,Switzerland,Online B2B Portal,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,109,6936.0,21.0,597258.96,162693.34,72.76,Net 90,Pending Verification,Rachel Green
ORD-2024-00234,2025-12-12,2025,2025-Q4,CUST-0013,Oceanic Airlines Group,Enterprise Strategic,Aviation,EU-Central,Switzerland,Online B2B Portal,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,55,8633.0,24.0,360859.4,84585.44,76.56,Annual Pre-Paid,In Fulfillment,David Lin
ORD-2024-00235,2025-01-20,2025,2025-Q1,CUST-0018,Virtucon Industries,Enterprise Strategic,Industrial Equipment,LATAM,Brazil,Global Alliance Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,19,4275.0,24.0,61731.0,6185.45,89.98,Net 60,Completed,Astrid Lindgren
ORD-2024-00236,2025-04-17,2025,2025-Q2,CUST-0014,Nakatomi Trading Corp,Mid-Market,Trading & Real Estate,EU-Central,Switzerland,Online B2B Portal,AI Platform,SKU-AI-9001,Neural Fabric GenAI Platform,28,23312.0,10.0,587462.4,103275.89,82.42,Net 90,In Fulfillment,Astrid Lindgren
ORD-2024-00237,2025-03-09,2025,2025-Q1,CUST-0025,Black Mesa Research,Enterprise Strategic,Scientific R&D,US-West,United States,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-410,Compliance & Audit Vault,66,7272.0,17.0,398360.16,90069.23,77.39,Annual Pre-Paid,Completed,Gabriel Santos
ORD-2024-00238,2025-01-03,2025,2025-Q1,CUST-0035,Hyperion Data Mesh,Mid-Market,Data Infrastructure,APAC-East,Taiwan,Direct Field Sales,AI Platform,SKU-AI-9001,Neural Fabric GenAI Platform,17,24304.0,10.0,371851.2,55108.35,85.18,Net 30,Completed,Gabriel Santos
ORD-2024-00239,2024-12-05,2024,2024-Q4,CUST-0028,LexCorp Advanced Metals,Enterprise Strategic,Materials,US-West,United States,Direct Field Sales,AI Platform,SKU-AI-9001,Neural Fabric GenAI Platform,38,25792.0,9.0,891887.36,138599.3,84.46,Quarterly Net 30,In Fulfillment,Chloe Dubois
ORD-2024-00240,2025-01-18,2025,2025-Q1,CUST-0026,Shinra Electric Power,Enterprise Strategic,Energy & Utilities,EU-Central,Switzerland,Strategic Reseller Partner,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,8,4365.0,15.0,29682.0,3158.16,89.36,Net 30,Completed,Hannah Schmidt
ORD-2024-00241,2026-01-17,2026,2026-Q1,CUST-0010,Hooli Enterprise Cloud,Enterprise Strategic,Cloud Services,EU-West,France,Online B2B Portal,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,63,4500.0,21.0,223965.0,34065.08,84.79,Net 30,Completed,Astrid Lindgren
ORD-2024-00242,2025-12-14,2025,2025-Q4,CUST-0029,Omni Consumer Products,Enterprise Strategic,Consumer Tech,EU-West,France,Direct Field Sales,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,10,32900.0,21.0,259910.0,75919.71,70.79,Net 30,In Fulfillment,Brian O'Connor
ORD-2024-00243,2026-01-28,2026,2026-Q1,CUST-0016,Dunder Mifflin Paper & Tech,SMB Growth,Retail & Supplies,APAC-East,Japan,Strategic Reseller Partner,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,3,5346.0,3.0,15556.86,3313.61,78.7,Annual Pre-Paid,In Fulfillment,Marcus Vance
ORD-2024-00244,2025-10-17,2025,2025-Q4,CUST-0028,LexCorp Advanced Metals,Enterprise Strategic,Materials,EU-North,Netherlands,Direct Field Sales,Cybersecurity Suite,SKU-SEC-410,Compliance & Audit Vault,118,7272.0,9.0,780867.36,209975.23,73.11,Net 60,In Fulfillment,Kenji Sato
ORD-2024-00245,2026-02-09,2026,2026-Q1,CUST-0005,Wayne Enterprises Holdings,Enterprise Strategic,Finance & Industrial,APAC-East,Taiwan,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,28,5130.0,12.0,126403.2,30450.53,75.91,Annual Pre-Paid,Pending Verification,Rachel Green
ORD-2024-00246,2025-02-01,2025,2025-Q1,CUST-0026,Shinra Electric Power,Enterprise Strategic,Energy & Utilities,APAC-East,Taiwan,Direct Field Sales,Developer Tools,SKU-DEV-701,DevSecOps Automation Mesh,50,4590.0,22.0,179010.0,20568.25,88.51,Net 90,Completed,Vikram Patel
ORD-2024-00247,2024-05-17,2024,2024-Q2,CUST-0021,Weyland-Yutani Deep Space,Enterprise Strategic,Energy & Mining,US-West,United States,Strategic Reseller Partner,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,19,36050.0,9.0,623304.5,198896.47,68.09,Annual Pre-Paid,In Fulfillment,Rachel Green
ORD-2024-00248,2025-01-27,2025,2025-Q1,CUST-0028,LexCorp Advanced Metals,Enterprise Strategic,Materials,US-Central,United States,Global Alliance Partner,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,93,5778.0,23.0,413762.58,97689.35,76.39,Net 60,Completed,Kenji Sato
ORD-2024-00249,2024-05-23,2024,2024-Q2,CUST-0012,Massive Dynamic AI,Enterprise Strategic,Artificial Intelligence,EU-West,France,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-410,Compliance & Audit Vault,11,7704.0,22.0,66100.32,17265.4,73.88,Net 60,Completed,Michael Chang
ORD-2024-00250,2025-06-01,2025,2025-Q2,CUST-0032,Zeus Renewable Power,Mid-Market,Clean Energy,EU-North,Netherlands,Global Alliance Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,30,6324.0,7.0,176439.6,56019.57,68.25,Net 60,Pending Verification,Alex Mercer
ORD-2024-00251,2024-10-08,2024,2024-Q4,CUST-0015,Acme Aerospace Systems,Mid-Market,Manufacturing,APAC-East,Japan,Online B2B Portal,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,31,9256.0,8.0,263981.12,66100.87,74.96,Quarterly Net 30,Completed,Rachel Green
ORD-2024-00252,2024-04-26,2024,2024-Q2,CUST-0018,Virtucon Industries,Enterprise Strategic,Industrial Equipment,APAC-East,South Korea,Online B2B Portal,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,110,5616.0,20.0,494208.0,106106.46,78.53,Net 60,Completed,Sarah Chen
ORD-2024-00253,2026-01-23,2026,2026-Q1,CUST-0016,Dunder Mifflin Paper & Tech,SMB Growth,Retail & Supplies,EU-Central,Germany,Direct Field Sales,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,5,11760.0,3.0,57036.0,10545.96,81.51,Net 30,In Fulfillment,Elena Rostova
ORD-2024-00254,2026-04-10,2026,2026-Q2,CUST-0023,Delos Experience Living,Enterprise Strategic,Hospitality,LATAM,Brazil,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,83,8455.0,8.0,645623.8,176513.55,72.66,Net 30,Pending Verification,Michael Chang
ORD-2024-00255,2024-10-14,2024,2024-Q4,CUST-0035,Hyperion Data Mesh,Mid-Market,Data Infrastructure,US-Central,United States,Online B2B Portal,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,20,37450.0,9.0,681590.0,217290.89,68.12,Net 30,In Fulfillment,Gabriel Santos
ORD-2024-00256,2026-03-15,2026,2026-Q1,CUST-0027,Vault-Tec Security Hub,Enterprise Strategic,Cybersecurity,MEA,United Arab Emirates,Direct Field Sales,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,115,36050.0,18.0,3399515.0,1187790.54,65.06,Net 60,Pending Verification,Hannah Schmidt
ORD-2024-00257,2024-09-10,2024,2024-Q3,CUST-0026,Shinra Electric Power,Enterprise Strategic,Energy & Utilities,EU-Central,Switzerland,Strategic Reseller Partner,Cybersecurity Suite,SKU-SEC-410,Compliance & Audit Vault,85,7128.0,10.0,545292.0,143848.03,73.62,Net 30,Completed,Michael Chang
ORD-2024-00258,2026-02-06,2026,2026-Q1,CUST-0018,Virtucon Industries,Enterprise Strategic,Industrial Equipment,APAC-ANZ,Australia,Online B2B Portal,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,67,10304.0,12.0,607523.84,96049.52,84.19,Net 30,Completed,Vikram Patel
ORD-2024-00259,2025-11-11,2025,2025-Q4,CUST-0023,Delos Experience Living,Enterprise Strategic,Hospitality,LATAM,Brazil,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,55,5346.0,9.0,267567.3,62369.94,76.69,Net 90,Pending Verification,Hannah Schmidt
ORD-2024-00260,2024-10-17,2024,2024-Q4,CUST-0022,Gekko Financial Partners,Enterprise Strategic,FinTech & Hedge Fund,APAC-East,Japan,Strategic Reseller Partner,Cybersecurity Suite,SKU-SEC-410,Compliance & Audit Vault,114,6984.0,15.0,676749.6,166074.35,75.46,Net 30,Completed,Sarah Chen
ORD-2024-00261,2025-10-03,2025,2025-Q4,CUST-0030,Sartre Software SAS,SMB Growth,Dev Tools,US-East,United States,Direct Field Sales,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,8,9612.0,4.0,73820.16,18883.2,74.42,Net 60,Pending Verification,Marcus Vance
ORD-2024-00262,2026-06-14,2026,2026-Q2,CUST-0018,Virtucon Industries,Enterprise Strategic,Industrial Equipment,US-West,United States,Online B2B Portal,Enterprise ERP,SKU-ERP-101,Global ERP Enterprise Suite,15,37100.0,12.0,489720.0,169834.9,65.32,Annual Pre-Paid,Pending Verification,Astrid Lindgren
ORD-2024-00263,2025-12-17,2025,2025-Q4,CUST-0015,Acme Aerospace Systems,Mid-Market,Manufacturing,EU-North,Netherlands,Direct Field Sales,AI Platform,SKU-AI-9001,Neural Fabric GenAI Platform,2,23064.0,3.0,44744.16,6823.48,84.75,Quarterly Net 30,Completed,Alex Mercer
ORD-2024-00264,2024-01-09,2024,2024-Q1,CUST-0022,Gekko Financial Partners,Enterprise Strategic,FinTech & Hedge Fund,LATAM,Brazil,Direct Field Sales,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,93,6324.0,8.0,541081.44,156588.97,71.06,Net 30,Completed,David Lin
ORD-2024-00265,2025-01-11,2025,2025-Q1,CUST-0020,Oscorp Pharmaceutical,Enterprise Strategic,Life Sciences,US-Central,United States,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,87,8366.0,25.0,545881.5,135160.26,75.24,Net 30,In Fulfillment,Chloe Dubois
ORD-2024-00266,2024-12-25,2024,2024-Q4,CUST-0014,Nakatomi Trading Corp,Mid-Market,Trading & Real Estate,APAC-South,Singapore,Strategic Reseller Partner,IoT & Edge Computing,SKU-IOT-330,Edge IoT Fleet Orchestrator,30,6324.0,13.0,165056.4,51497.6,68.8,Net 30,Completed,David Lin
ORD-2024-00267,2025-03-15,2025,2025-Q1,CUST-0021,Weyland-Yutani Deep Space,Enterprise Strategic,Energy & Mining,APAC-East,South Korea,Strategic Reseller Partner,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,40,15840.0,18.0,519552.0,94506.51,81.81,Quarterly Net 30,Pending Verification,Gabriel Santos
ORD-2024-00268,2025-12-08,2025,2025-Q4,CUST-0002,Globex Corporation,Enterprise Strategic,Conglomerate,LATAM,Brazil,Online B2B Portal,Database Infrastructure,SKU-DB-880,QuantumDB Distributed Cluster,71,15675.0,17.0,923727.75,183544.7,80.13,Net 30,In Fulfillment,Chloe Dubois
ORD-2024-00269,2025-01-30,2025,2025-Q1,CUST-0008,Umbrella Life Sciences,Enterprise Strategic,Pharma,EU-West,United Kingdom,Global Alliance Partner,Cybersecurity Suite,SKU-SEC-410,Compliance & Audit Vault,14,7776.0,16.0,91445.76,20209.51,77.9,Net 90,In Fulfillment,Jessica Taylor
ORD-2024-00270,2026-05-31,2026,2026-Q2,CUST-0027,Vault-Tec Security Hub,Enterprise Strategic,Cybersecurity,EU-West,France,Strategic Reseller Partner,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,103,11312.0,6.0,1095227.84,239745.37,78.11,Net 60,Completed,Brian O'Connor
ORD-2024-00271,2024-03-02,2024,2024-Q1,CUST-0026,Shinra Electric Power,Enterprise Strategic,Energy & Utilities,APAC-East,Japan,Online B2B Portal,Cloud Infrastructure,SKU-INFRA-805,High-Speed API Gateway Gateway,103,5562.0,13.0,498410.82,121313.19,75.66,Quarterly Net 30,In Fulfillment,Kenji Sato
ORD-2024-00272,2024-03-26,2024,2024-Q1,CUST-0020,Oscorp Pharmaceutical,Enterprise Strategic,Life Sciences,US-West,United States,Strategic Reseller Partner,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,73,8989.0,12.0,577453.36,132179.07,77.11,Net 30,Pending Verification,Astrid Lindgren
ORD-2024-00273,2025-03-23,2025,2025-Q1,CUST-0016,Dunder Mifflin Paper & Tech,SMB Growth,Retail & Supplies,US-East,United States,Strategic Reseller Partner,AI Platform,SKU-AI-9001,Neural Fabric GenAI Platform,15,24552.0,3.0,357231.6,54049.14,84.87,Net 90,In Fulfillment,Sarah Chen
ORD-2024-00274,2024-01-13,2024,2024-Q1,CUST-0009,Wonka Global Logistics,Mid-Market,Supply Chain,APAC-ANZ,Australia,Direct Field Sales,Cybersecurity Suite,SKU-SEC-402,Zero-Trust Security Perimeter,33,8900.0,14.0,252582.0,57437.15,77.26,Net 90,In Fulfillment,David Lin
ORD-2024-00275,2024-05-09,2024,2024-Q2,CUST-0018,Virtucon Industries,Enterprise Strategic,Industrial Equipment,APAC-ANZ,Australia,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,47,12000.0,21.0,445560.0,113573.24,74.51,Quarterly Net 30,Completed,Chloe Dubois
ORD-2024-00276,2025-04-11,2025,2025-Q2,CUST-0033,Apex FinTech Global,Enterprise Strategic,Banking,EU-West,France,Direct Field Sales,AI Platform,SKU-AI-9050,Realtime Anomaly Detection,114,10976.0,16.0,1051061.76,209791.93,80.04,Net 30,Completed,Elena Rostova
ORD-2024-00277,2026-01-28,2026,2026-Q1,CUST-0033,Apex FinTech Global,Enterprise Strategic,Banking,US-East,United States,Direct Field Sales,Cloud Infrastructure,SKU-INFRA-801,Enterprise Data Lakehouse Engine,36,12250.0,6.0,414540.0,77270.26,81.36,Net 60,Completed,Michael Chang
